Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
2,50.0,0,0,8.5,0,1,0,0,1
3,26.0,0,0,8.64,0,1,0,0,1
2,27.0,0,0,12.06,1,0,0,0,1
1,48.0,0,0,27.52,1,0,0,1,0
3,24.0,1,0,10.59,0,1,0,0,1
3,46.0,0,0,9.46,0,1,0,0,1
1,34.0,2,0,191.62,0,1,1,0,0
1,38.0,0,0,76.17,1,0,1,0,0
3,25.0,0,0,25.18,0,1,0,0,1
3,64.0,0,0,12.56,1,0,0,0,1
3,31.0,0,0,9.12,0,1,0,0,1
2,1.0,0,0,21.3,0,1,1,0,0
1,56.0,0,0,227.25,1,0,1,0,0
1,47.0,0,0,166.45,1,0,1,0,0
2,65.0,0,0,27.26,0,1,1,0,0
1,38.0,0,0,28.51,0,1,0,0,1
1,58.0,2,1,27.16,1,0,0,0,1
3,46.0,0,0,13.78,1,0,1,0,0
2,45.0,0,0,11.58,0,1,0,0,1
1,43.0,2,1,156.73,0,1,0,0,1
3,12.0,3,2,31.77,1,0,1,0,0
3,31.0,0,0,12.1,0,1,0,0,1
2,32.0,0,1,22.87,1,0,0,0,1
2,38.0,0,0,22.11,0,1,0,0,1
2,10.0,4,1,35.88,1,0,1,0,0
1,57.0,0,1,63.59,0,1,0,1,0
3,34.0,0,0,9.48,0,1,0,0,1
1,25.0,1,0,130.72,0,1,1,0,0
2,26.0,0,0,22.22,1,0,0,0,1
1,52.0,0,1,253.74,1,0,1,0,0
2,48.0,0,0,25.4,1,0,1,0,0
2,60.0,0,0,14.55,1,0,1,0,0
2,23.0,0,0,6.63,0,1,1,0,0
2,6.0,1,1,31.45,1,0,0,0,1
3,40.0,0,0,8.88,0,1,0,0,1
3,7.0,0,0,9.1,0,1,0,0,1
1,33.0,1,0,32.7,0,1,0,0,1
1,48.0,0,0,267.88,0,1,0,0,1
3,49.0,0,0,26.9,1,0,1,0,0
1,21.0,0,0,51.62,0,1,0,0,1
3,63.0,0,0,11.11,0,1,0,1,0
1,45.0,0,0,9.69,0,1,0,0,1
1,22.0,0,0,33.01,1,0,1,0,0
1,30.0,0,0,32.48,0,1,0,0,1
2,41.0,0,2,27.59,1,0,1,0,0
3,35.0,0,0,14.93,0,1,0,0,1
2,50.0,0,1,8.64,1,0,1,0,0
1,32.0,1,2,8.51,0,1,0,0,0
2,52.0,0,0,10.49,0,1,0,0,1
3,8.0,0,0,26.32,0,1,0,0,1
2,55.0,2,0,7.58,0,1,0,0,1
2,63.0,0,1,29.5,1,0,0,0,1
1,48.0,0,0,282.43,1,0,0,0,1
3,25.0,0,1,6.54,1,0,0,0,1
3,2.0,1,2,30.68,1,0,0,0,1
1,47.0,0,1,8.08,0,1,0,0,1
2,57.0,0,0,6.22,0,1,0,0,1
1,36.0,0,1,77.21,0,1,1,0,0
3,21.0,0,0,4.71,0,1,0,0,1
1,39.0,0,1,34.17,1,0,0,0,1
3,26.0,0,0,9.19,0,1,0,0,1
2,58.0,0,0,10.31,1,0,0,0,1
3,23.0,0,0,7.1,0,1,0,0,1
1,22.0,0,0,72.03,1,0,1,0,0
2,58.0,0,0,10.73,1,0,1,0,0
3,58.0,0,0,7.88,0,1,0,0,1
3,37.0,0,0,10.22,0,1,0,0,1
3,23.0,0,0,6.04,1,0,0,0,1
3,25.0,0,0,8.97,1,0,0,0,1
2,43.0,0,0,32.33,1,0,1,0,0
3,9.0,1,0,7.67,0,1,0,0,1
1,63.0,0,0,34.55,1,0,1,0,0
3,58.0,0,0,10.48,0,1,0,0,1
3,29.0,0,0,9.46,0,1,0,1,0
3,9.0,0,0,8.12,0,1,0,0,1
2,39.0,2,0,10.8,0,1,0,0,1
3,9.0,0,1,199.69,1,0,0,0,1
3,9.0,1,2,30.08,1,0,1,0,0
3,43.0,0,0,28.62,0,1,0,0,1
3,31.0,0,0,12.13,0,1,0,0,1
2,61.0,0,0,31.44,0,1,0,0,1
3,39.0,3,0,7.9,0,1,0,0,1
3,39.0,2,0,9.03,0,1,0,0,1
1,53.0,1,2,127.99,0,1,1,0,0
3,57.0,0,0,23.84,0,1,0,0,1
2,17.0,0,1,26.77,1,0,0,0,1
2,61.0,0,0,26.95,1,0,0,0,1
1,29.0,0,0,72.6,1,0,1,0,0
2,44.0,1,1,27.67,0,1,0,0,1
3,57.0,1,0,10.54,0,1,0,0,1
3,53.0,0,0,6.97,0,1,0,0,1
1,31.0,1,5,75.1,0,1,0,0,1
3,39.0,0,0,6.72,0,1,0,0,1
3,24.0,0,0,6.97,0,1,0,0,1
2,53.0,0,0,21.88,0,1,0,0,1
1,26.0,0,0,100.06,1,0,1,0,0
3,31.0,0,0,76.45,0,1,0,0,1
2,28.0,0,0,12.23,1,0,0,0,1
3,21.0,0,0,9.82,0,1,0,0,1
2,57.0,0,0,7.43,0,1,0,0,1
3,0.67,1,2,30.7,1,0,0,0,1
1,20.0,1,1,34.49,1,0,0,0,1
3,32.0,0,0,25.03,0,1,0,0,1
3,6.0,0,0,6.52,0,1,0,0,1
3,19.0,0,0,41.39,1,0,0,0,1
3,55.0,0,0,8.56,1,0,0,0,1
3,47.0,0,0,13.69,0,1,1,0,0
2,77.0,0,0,31.08,1,0,1,0,0
3,39.0,0,0,10.09,0,1,0,0,1
2,12.0,0,0,28.02,1,0,0,0,1
3,22.0,0,0,10.83,0,1,0,0,1
3,22.0,0,0,8.88,0,1,0,0,1
3,49.0,0,0,13.76,1,0,0,0,0
1,50.0,0,0,127.14,1,0,1,0,0
2,25.0,0,0,10.12,0,1,0,0,1
3,34.0,0,0,11.18,0,1,0,0,1
1,66.0,0,0,28.87,1,0,0,0,1
2,59.0,1,1,32.65,1,0,0,0,1
1,39.0,0,0,25.29,1,0,1,0,0
2,63.0,1,0,26.73,0,1,0,0,1
3,49.0,0,0,13.45,0,1,0,0,1
3,32.0,0,0,9.48,0,1,0,0,1
3,56.0,0,0,25.96,0,1,0,0,1
2,35.0,0,0,8.14,0,1,0,0,1
3,56.0,0,0,13.24,0,1,0,0,1
3,33.0,0,0,8.16,0,1,0,0,1
2,19.0,1,0,24.41,1,0,0,0,1
3,61.0,0,0,3.39,1,0,0,0,1
1,55.0,0,0,33.04,1,0,1,0,0
3,48.0,0,1,26.47,1,0,0,0,1
3,62.0,0,2,12.78,1,0,0,0,1
2,23.0,0,0,7.09,0,1,0,0,1
1,32.0,0,0,29.07,1,0,0,0,1
3,0.33,1,2,32.86,1,0,0,0,1
2,33.0,0,0,16.71,0,1,0,0,1
1,40.0,0,0,66.52,1,0,0,1,0
3,39.0,0,0,9.0,1,0,0,0,1
1,45.0,0,0,48.42,0,1,0,0,1
2,46.0,1,2,31.35,0,1,1,0,0
2,29.0,0,0,31.26,1,0,1,0,0
3,51.0,1,4,199.53,0,1,0,0,1
3,4.0,1,2,32.2,1,0,0,0,1
2,43.0,0,0,30.02,1,0,1,0,0
3,23.0,0,0,7.58,0,1,0,0,1
2,58.0,0,0,29.06,1,0,1,0,0
1,64.0,0,0,13.1,0,1,1,0,0
3,36.0,0,0,21.4,1,0,0,0,1
1,31.0,0,0,27.5,0,1,0,0,1
1,58.0,2,0,25.07,0,1,0,0,1
3,8.0,0,0,26.32,1,0,0,1,0
1,49.0,0,1,223.67,1,0,1,0,0
2,51.0,0,0,4.75,0,1,0,0,1
2,42.0,4,0,11.14,0,1,0,0,1
2,16.5,0,0,6.17,0,1,0,0,1
3,66.0,2,1,11.88,1,0,1,0,0
3,25.0,0,0,10.46,0,1,0,0,1
2,65.0,0,0,8.02,0,1,0,0,1
2,49.0,1,0,8.16,0,1,0,0,1
3,32.0,0,0,6.73,0,1,0,0,1
3,7.0,1,2,33.21,1,0,0,0,1
3,66.0,0,0,24.49,1,0,0,0,1
2,52.0,0,2,25.69,1,0,0,0,1
1,54.0,0,0,30.92,1,0,1,0,0
3,57.0,0,0,10.18,0,1,0,0,1
3,37.0,0,0,8.21,1,0,0,0,1
3,23.0,0,0,7.37,0,1,0,0,1
3,28.0,0,0,12.15,1,0,0,0,1
3,42.0,0,0,30.32,1,0,0,0,1
1,59.0,0,0,71.09,1,0,1,0,0
2,56.0,1,0,31.34,1,0,0,0,1
2,47.0,0,0,30.7,1,0,0,0,1
1,28.0,0,0,31.69,1,0,1,0,0
3,7.0,1,2,30.53,1,0,0,0,1
2,69.0,0,0,39.41,1,0,1,0,0
1,60.0,0,0,28.06,0,1,0,0,1
3,59.0,0,0,7.42,0,1,0,0,1
2,23.0,0,0,8.9,0,1,1,0,0
1,41.0,0,0,121.5,0,1,1,0,0
3,5.0,1,1,65.16,0,1,0,0,1
3,62.0,0,0,7.67,0,1,0,0,1
2,32.0,0,0,8.68,0,1,0,0,1
1,44.0,0,1,32.02,1,0,1,0,0
3,26.0,0,0,13.82,0,1,0,0,1
3,25.0,0,0,6.88,1,0,0,0,1
2,37.0,0,0,29.33,1,0,1,0,0
1,61.0,0,2,209.42,1,0,1,0,0
3,47.0,0,0,24.46,0,1,1,0,0
1,61.0,0,0,24.2,1,0,0,1,0
3,29.0,0,0,6.7,0,1,0,0,1
3,19.0,0,0,36.27,1,0,1,0,0
3,60.0,0,0,12.23,1,0,0,0,1
3,21.0,0,0,6.02,0,1,0,0,1
2,6.0,1,1,33.27,0,1,0,0,1
1,69.0,0,0,73.53,1,0,0,1,0
3,22.0,0,2,25.65,0,1,0,0,1
2,6.0,4,2,22.35,1,0,1,0,0
2,46.0,0,0,21.39,1,0,1,0,0
1,51.0,0,2,74.25,1,0,0,0,1
1,45.0,0,0,27.57,1,0,0,0,1
2,39.0,0,0,6.39,0,1,0,0,1
2,13.0,0,0,30.35,1,0,0,0,1
1,32.0,0,0,28.04,0,1,0,0,1
3,38.0,0,0,7.42,0,1,0,0,1
1,68.0,1,0,35.61,0,1,0,0,1
1,52.0,0,0,14.27,0,1,1,0,0
3,61.0,5,0,23.44,0,1,0,0,1
1,44.0,0,0,31.93,1,0,1,0,0
1,43.0,0,2,35.57,1,0,1,0,0
2,63.0,0,0,10.02,0,1,0,0,1
2,39.0,0,2,26.85,1,0,0,0,1
1,39.0,0,2,10.65,1,0,1,0,0
3,59.0,0,0,25.72,0,1,1,0,0
3,22.0,0,0,23.73,0,1,0,0,1
3,39.0,0,0,23.18,0,1,0,0,1
3,39.0,0,0,64.19,1,0,0,0,1
3,4.0,1,1,84.3,1,0,0,0,1
3,1.0,1,1,65.4,0,1,0,0,1
1,51.0,0,0,229.76,0,1,0,0,1
3,23.0,0,0,30.3,0,1,0,0,1
2,40.0,0,0,26.91,1,0,0,0,1
2,55.0,0,0,4.43,0,1,0,0,1
2,23.0,0,0,9.59,0,1,0,0,1
1,45.0,1,0,29.96,0,1,0,0,1
1,46.0,0,0,88.77,0,1,1,0,0
1,27.0,1,2,28.8,0,1,0,0,1
1,47.0,0,0,169.62,1,0,1,0,0
1,25.0,0,0,233.97,1,0,1,0,0
3,62.0,0,0,10.45,1,0,0,1,0
3,22.0,0,0,10.51,1,0,0,0,1
3,18.0,0,0,11.56,0,1,0,0,1
1,55.0,1,2,46.94,1,0,0,1,0
3,48.0,0,0,7.48,0,1,0,0,1
3,35.0,0,1,13.67,1,0,0,0,1
2,1.0,1,2,32.51,1,0,0,0,1
3,53.0,0,0,10.16,1,0,0,0,1
1,50.0,1,2,29.03,0,1,1,0,0
3,22.0,0,0,16.24,0,1,0,0,1
1,59.0,0,0,419.61,1,0,1,0,0
3,44.0,0,0,10.91,0,1,0,0,1
2,35.0,0,1,36.15,1,0,0,0,1
3,64.0,0,0,11.64,0,1,0,0,1
3,78.0,0,0,4.77,1,0,0,0,1
1,59.0,0,0,75.15,1,0,1,0,0
3,7.0,1,2,31.13,1,0,0,0,1
3,28.0,0,0,9.59,0,1,0,0,1
1,42.0,1,2,209.69,0,1,1,0,0
3,51.0,0,0,108.59,0,1,0,0,1
2,65.0,0,0,14.27,1,0,0,0,1
1,59.0,0,3,200.72,0,1,0,1,0
3,58.0,0,0,8.34,1,0,0,0,1
1,36.0,0,0,150.26,1,0,1,0,0
1,18.0,0,0,232.97,1,0,0,0,1
3,11.0,3,2,10.66,1,0,0,0,1
3,51.0,1,0,5.05,0,1,0,0,1
2,29.0,1,0,10.84,1,0,1,0,0
1,37.0,1,0,345.37,0,1,0,0,1
2,54.0,0,0,15.86,0,1,0,0,1
1,54.0,0,0,79.99,1,0,0,1,0
2,26.0,0,0,8.48,0,1,0,0,1
2,74.0,2,0,32.57,1,0,1,0,0
2,52.0,1,1,28.45,0,1,0,0,1
1,39.0,1,0,17.7,1,0,1,0,0
2,23.0,0,0,11.54,0,1,0,0,1
3,51.0,0,0,7.44,0,1,0,0,1
3,38.0,0,0,12.18,0,1,0,0,1
2,53.0,0,2,8.77,0,1,0,0,1
3,23.0,0,0,26.33,1,0,1,0,0
3,26.0,1,1,24.09,0,1,0,0,1
2,57.0,0,0,74.01,1,0,1,0,0
2,75.0,0,0,26.07,0,1,0,0,1
3,29.0,0,0,8.29,0,1,0,0,1
2,4.0,2,2,21.94,0,1,0,0,1
1,62.0,0,1,10.54,1,0,1,0,0
1,39.0,1,0,97.92,0,1,1,0,0
3,39.0,0,0,12.5,1,0,0,0,1
3,22.0,0,0,8.75,0,1,0,0,1
1,35.0,0,0,27.77,0,1,0,0,1
3,5.0,1,1,26.65,1,0,0,0,1
2,27.0,1,1,33.99,1,0,0,0,1
3,51.0,0,0,7.6,0,1,1,0,0
2,44.0,0,0,13.27,1,0,1,0,0
2,29.0,0,0,25.46,0,1,0,0,1
2,31.0,0,0,31.42,1,0,1,0,0
2,26.0,0,0,31.52,1,0,0,0,1
1,31.0,0,0,9.37,0,1,0,0,1
3,38.0,0,0,21.57,0,1,0,0,1
2,57.0,0,0,29.33,0,1,0,0,1
2,37.0,0,0,31.8,1,0,0,0,1
3,26.0,0,0,10.33,1,0,0,0,1
1,36.0,0,0,15.33,0,1,0,0,1
2,6.0,0,0,8.34,1,0,0,0,1
3,62.0,0,0,21.79,0,1,0,0,1
1,26.0,0,0,230.84,1,0,1,0,0
3,6.0,1,1,35.63,1,0,1,0,0
3,31.0,0,0,7.51,1,0,0,0,1
1,21.0,0,0,27.37,0,1,0,0,1
2,63.0,1,0,28.94,1,0,0,0,1
3,26.0,0,0,16.07,1,0,0,0,1
2,75.0,0,0,27.52,1,0,0,0,1
1,65.0,0,0,102.63,0,1,0,0,1
1,49.0,0,1,34.89,1,0,1,0,0
1,50.0,0,2,480.14,0,1,0,0,1
2,25.0,0,1,20.95,1,0,0,0,1
3,23.0,0,0,10.77,1,0,0,0,1
3,27.0,0,0,8.9,0,1,0,0,1
3,26.0,0,0,11.56,0,1,0,0,1
3,28.0,0,0,11.08,1,0,0,0,1
2,36.0,0,0,11.04,0,1,0,0,1
1,45.5,3,0,27.93,0,1,0,0,1
3,5.0,1,2,26.03,1,0,0,0,1
2,52.0,0,1,24.37,0,1,1,0,0
2,26.0,0,0,24.3,1,0,0,0,1
1,46.0,0,0,11.34,0,1,1,0,0
1,45.0,0,0,26.09,0,1,0,0,1
1,70.0,1,1,75.23,1,0,0,1,0
1,52.0,1,1,83.8,1,0,1,0,0
1,42.0,0,0,68.88,1,0,0,0,1
2,27.0,0,0,10.78,0,1,0,0,1
3,0.17,0,0,9.64,1,0,0,0,1
2,31.0,0,0,31.42,1,0,1,0,0
2,55.0,0,0,26.5,0,1,0,0,1
3,64.0,0,0,10.5,0,1,0,0,1
3,51.0,0,2,12.72,1,0,1,0,0
2,38.0,1,0,29.73,0,1,0,0,1
1,43.0,1,2,141.71,1,0,1,0,0
1,26.0,0,0,201.06,1,0,1,0,0
2,60.0,0,0,8.31,1,0,0,0,1
2,45.0,0,0,9.13,1,0,0,0,1
1,25.0,1,2,273.53,1,0,0,0,1
1,42.0,0,2,31.27,1,0,0,0,1
1,32.0,0,0,30.64,0,1,1,0,0
3,10.0,2,2,30.81,1,0,0,0,1
3,14.0,0,2,29.87,1,0,0,0,1
3,34.0,0,0,7.77,0,1,0,0,1
2,67.0,0,0,28.91,1,0,1,0,0
1,59.0,0,0,9.66,1,0,0,1,0
1,60.0,0,0,26.42,1,0,1,0,0
2,48.0,0,0,6.4,0,1,0,0,1
3,30.0,0,0,9.22,0,1,0,0,1
2,39.0,0,1,407.31,1,0,0,1,0
3,11.0,0,1,10.72,1,0,1,0,0
1,59.0,0,0,140.17,1,0,1,0,0
3,30.0,0,0,48.15,0,1,0,0,1
1,41.0,0,0,18.08,0,1,0,0,1
1,66.0,0,0,25.8,1,0,1,0,0
2,26.0,0,0,59.52,0,1,0,0,1
1,36.0,0,1,189.0,1,0,0,1,0
2,51.0,0,0,10.53,0,1,0,0,1
2,37.0,0,0,11.34,0,1,0,0,1
3,70.0,0,0,12.06,1,0,1,0,0
2,23.0,0,6,13.39,1,0,1,0,0
3,23.0,1,2,76.5,0,1,0,0,1
1,61.0,0,0,5.87,0,1,0,0,1
3,25.0,0,0,22.77,0,1,0,0,1
2,64.0,0,0,26.81,1,0,0,1,0
2,5.0,1,2,30.91,1,0,0,0,1
3,36.0,0,0,7.31,0,1,1,0,0
3,33.0,0,0,7.78,0,1,0,0,1
3,38.0,0,1,26.28,1,0,1,0,0
1,42.0,0,0,80.73,0,1,0,0,1
1,71.0,0,1,20.91,1,0,0,1,0
1,56.0,0,0,14.18,1,0,1,0,0
1,32.0,3,0,89.93,0,1,0,0,1
3,35.0,0,0,6.83,0,1,0,0,1
2,43.0,0,0,6.0,0,1,0,0,1
2,39.0,0,0,4.79,0,1,0,0,1
2,21.0,0,0,9.56,0,1,0,0,1
3,10.0,0,1,33.69,1,0,1,0,0
3,54.0,0,0,8.89,1,0,1,0,0
3,42.0,0,0,27.97,0,1,0,0,1
3,45.0,0,1,9.97,1,0,1,0,0
2,5.0,1,1,28.59,1,0,0,0,1
2,35.0,0,0,18.58,0,1,0,0,1
3,19.0,0,0,8.71,0,1,0,0,1
3,39.0,0,0,9.8,0,1,0,0,1
2,52.0,1,1,31.86,1,0,0,0,1
3,20.0,0,0,9.9,0,1,0,0,1
2,39.0,0,0,11.03,0,1,0,0,1
3,22.0,0,0,29.18,1,0,0,0,1
2,26.0,0,0,13.37,0,1,0,0,1
3,33.0,0,0,10.89,0,1,0,0,1
1,49.0,1,0,34.25,1,0,1,0,0
3,25.0,0,1,6.36,1,0,0,0,1
2,53.0,0,0,27.58,0,1,1,0,0
3,40.0,0,0,9.81,0,1,0,0,1
2,62.0,0,1,10.59,0,1,0,0,1
1,63.0,0,1,30.63,0,1,1,0,0
2,30.0,0,1,27.8,1,0,1,0,0
3,22.0,0,0,6.39,0,1,0,0,1
3,76.0,0,0,28.14,0,1,1,0,0
1,21.0,0,0,23.84,1,0,1,0,0
2,26.0,0,0,28.45,1,0,1,0,0
2,24.0,1,2,33.92,0,1,0,0,1
2,34.0,0,0,30.51,0,1,0,0,1
3,7.0,2,0,29.31,0,1,0,0,1
1,47.0,0,3,72.04,0,1,0,0,1
1,59.0,0,0,25.87,1,0,0,1,0
1,22.0,0,0,34.99,1,0,1,0,0
3,20.0,0,0,26.43,0,1,0,0,1
3,34.0,0,0,28.6,1,0,1,0,0
1,22.0,1,0,170.7,0,1,1,0,0
2,61.0,0,0,27.86,1,0,0,0,1
1,51.0,1,0,65.38,0,1,0,0,1
3,13.0,0,0,9.3,0,1,0,0,1
2,24.0,0,0,9.18,0,1,0,0,1
2,25.0,0,0,7.15,0,1,0,0,1
3,61.0,0,0,9.39,0,1,0,0,1
3,25.0,0,0,9.26,0,1,1,0,0
2,58.0,0,1,16.62,1,0,0,0,1
3,27.0,0,0,9.4,1,0,0,1,0
2,6.0,0,1,32.28,1,0,0,0,1
1,57.0,1,3,84.65,0,1,0,0,1
2,35.0,0,1,8.76,0,1,0,0,1
2,66.0,0,1,40.24,0,1,0,0,1
3,51.0,0,0,9.68,0,1,0,0,1
3,64.0,0,0,5.61,0,1,0,0,1
3,3.0,1,1,11.9,0,1,0,0,1
3,2.0,1,1,28.08,0,1,0,0,1
3,68.0,0,0,24.46,0,1,0,0,1
3,30.0,0,0,26.34,0,1,1,0,0
3,2.0,1,2,62.45,1,0,0,0,1
3,58.0,0,0,58.67,0,1,0,0,1
2,31.0,1,0,26.65,0,1,1,0,0
1,50.0,1,0,129.81,0,1,1,0,0
2,45.0,0,0,6.57,0,1,0,0,1
2,50.0,0,1,26.08,1,0,0,0,1
2,69.0,1,0,32.94,0,1,0,0,1
1,74.0,0,0,13.2,1,0,1,0,0
3,51.0,0,0,26.28,0,1,0,0,1
1,61.0,1,2,25.89,1,0,0,0,1
3,53.0,0,0,8.94,0,1,0,0,1
1,41.0,0,0,438.66,1,0,0,1,0
2,58.0,0,9,30.01,0,1,0,0,1
3,62.0,0,0,13.39,0,1,0,0,1
2,21.0,0,1,6.03,0,1,0,0,1
1,29.0,0,0,74.22,0,1,1,0,0
3,58.0,0,1,30.57,0,1,0,0,1
1,30.0,0,0,61.52,0,1,0,0,1
1,59.0,0,0,29.99,1,0,1,0,0
2,60.0,1,0,28.72,0,1,1,0,0
1,46.0,0,0,207.39,1,0,0,0,1
2,44.0,2,1,34.38,0,1,0,0,1
1,47.0,1,1,134.25,0,1,1,0,0
1,57.0,1,0,79.45,1,0,1,0,0
2,16.0,0,0,32.88,1,0,0,0,1
3,58.0,0,0,6.27,0,1,0,0,1
2,39.0,0,0,18.84,0,1,0,0,1
2,6.0,0,0,16.87,1,0,0,0,1
3,48.0,0,0,10.04,0,1,0,0,1
1,49.0,0,0,25.52,0,1,0,0,1
1,36.0,0,0,33.48,1,0,1,0,0
2,39.0,0,0,21.75,1,0,1,0,0
3,61.0,0,0,7.35,0,1,0,0,1
3,7.0,1,1,34.93,1,0,0,0,1
3,35.0,0,0,16.06,1,0,0,0,1
1,20.0,1,0,26.53,0,1,0,0,1
3,22.0,1,1,27.55,0,1,0,0,1
1,53.0,0,0,30.73,1,0,1,0,0
2,41.0,0,1,38.07,1,0,0,0,1
3,33.0,0,0,11.08,0,1,1,0,0
1,50.0,2,0,71.89,0,1,1,0,0
3,32.0,1,1,25.69,0,1,0,0,1
1,58.0,2,0,176.73,1,0,0,0,1
3,16.0,0,0,8.68,1,0,0,0,1
2,24.0,0,0,7.19,0,1,0,0,1
3,49.0,3,0,29.11,1,0,0,0,1
3,11.0,1,0,13.94,1,0,1,0,0
3,0.75,0,0,9.95,0,1,0,0,1
3,28.0,2,0,9.46,0,1,0,0,1
1,28.0,1,0,64.38,0,1,0,0,1
1,5.0,3,0,23.56,1,0,1,0,0
1,35.0,0,1,79.58,1,0,1,0,0
3,23.0,0,0,27.89,1,0,0,0,1
1,58.0,0,0,36.61,0,1,0,0,1
1,50.0,0,0,131.81,1,0,1,0,0
3,51.0,0,0,10.32,0,1,0,0,1
3,13.0,0,0,10.92,1,0,1,0,0
2,34.0,0,0,28.02,1,0,1,0,0
3,18.0,0,0,8.29,0,1,0,0,1
1,38.0,0,0,29.31,0,1,0,0,1
3,38.0,1,0,10.58,0,1,0,0,1
2,26.0,0,0,4.68,0,1,0,0,1
1,43.0,0,0,239.2,1,0,0,0,1
3,24.0,0,0,7.28,0,1,0,0,1
3,25.0,0,0,8.29,1,0,1,0,0
1,47.0,1,2,169.33,0,1,0,1,0
1,58.0,0,0,76.75,0,1,0,0,1
2,55.0,0,0,7.73,0,1,0,0,1
3,47.0,0,0,11.97,0,1,0,0,1
3,30.0,0,0,7.19,0,1,0,0,1
3,9.0,0,1,30.59,0,1,1,0,0
2,8.0,1,1,36.11,1,0,0,0,1
3,32.0,0,0,30.42,0,1,0,0,1
3,39.0,0,0,8.35,1,0,0,0,1
1,53.0,0,0,276.14,1,0,0,0,1
2,58.5,0,0,11.53,1,0,1,0,0
3,73.0,0,0,7.48,0,1,0,0,1
1,62.0,0,0,256.06,1,0,1,0,0
2,46.0,2,1,11.73,1,0,0,0,1
1,51.0,0,0,66.04,1,0,0,0,1
2,28.0,0,1,30.37,1,0,0,0,1
1,27.0,0,0,65.05,1,0,1,0,0
1,46.0,0,0,11.6,0,1,0,0,1
3,57.0,0,0,11.76,0,1,0,0,1
1,41.0,1,0,195.11,0,1,1,0,0
2,63.0,0,0,11.56,1,0,1,0,0
1,60.0,1,1,82.26,1,0,1,0,0
2,48.0,0,0,74.63,0,1,0,0,1
3,2.0,1,2,32.05,0,1,0,0,1
1,36.0,0,0,117.78,0,1,1,0,0
2,66.0,1,1,24.96,1,0,0,0,1
3,24.0,0,0,7.51,0,1,0,0,1
1,20.0,0,0,63.85,1,0,0,0,1
3,39.0,0,1,60.61,0,1,0,0,1
1,51.0,1,1,346.0,0,1,0,0,1
3,6.0,1,2,79.53,0,1,0,0,1
2,39.0,1,1,32.72,0,1,0,0,1
3,5.0,2,0,28.73,0,1,1,0,0
3,20.0,0,0,8.94,0,1,0,0,1
2,38.0,1,1,32.5,1,0,1,0,0
1,24.0,0,0,25.79,0,1,1,0,0
2,27.0,0,0,13.08,1,0,0,0,1
2,66.0,0,0,20.27,0,1,0,0,1
2,39.0,0,0,11.74,1,0,0,0,1
2,59.0,1,1,12.22,0,1,0,0,1
2,58.0,1,1,14.88,0,1,0,0,1
1,58.0,1,1,288.8,1,0,0,0,1
2,48.0,0,0,10.82,0,1,0,0,1
2,27.0,0,0,11.64,0,1,0,0,1
2,66.0,0,0,24.91,0,1,0,0,1
1,66.0,0,2,353.12,0,1,0,0,1
3,1.0,1,1,72.79,1,0,0,0,1
3,27.0,0,0,10.23,0,1,0,0,1
1,66.0,0,0,30.01,1,0,1,0,0
2,8.0,0,1,9.51,1,0,0,0,1
2,2.0,1,1,33.94,1,0,0,0,1
3,31.0,0,0,6.33,0,1,0,0,1
2,57.0,0,0,7.65,1,0,0,0,1
2,22.0,0,0,5.98,0,1,0,0,1
2,58.0,0,0,9.13,1,0,1,0,0
1,46.0,1,2,67.65,0,1,1,0,0
1,33.0,1,0,177.96,0,1,0,0,1
1,59.0,1,2,69.03,0,1,0,0,1
2,26.0,0,0,8.32,0,1,0,1,0
3,42.0,0,0,26.42,0,1,0,0,1
1,29.0,1,0,67.08,1,0,1,0,0
1,73.0,0,0,72.83,1,0,0,1,0
1,24.0,1,0,26.7,1,0,0,0,1
2,30.0,0,0,13.04,1,0,1,0,0
3,20.0,0,0,7.41,0,1,0,0,1
3,24.0,0,0,8.16,0,1,0,0,1
3,3.0,1,2,29.97,1,0,1,0,0
2,54.0,0,0,8.68,0,1,0,0,1
1,64.0,0,0,28.28,1,0,0,1,0
3,42.0,1,2,70.77,1,0,1,0,0
2,43.0,0,0,55.21,1,0,0,0,1
1,0.17,0,0,61.86,0,1,1,0,0
1,43.0,0,2,82.53,1,0,0,0,1
1,61.0,1,2,239.16,1,0,1,0,0
2,23.0,0,0,26.0,0,1,1,0,0
2,69.0,0,0,34.54,1,0,1,0,0
2,8.0,0,0,21.91,1,0,0,0,1
3,20.0,0,1,26.41,0,1,0,0,1
2,67.0,0,0,10.15,0,1,0,0,1
2,49.0,0,0,7.83,0,1,0,0,1
2,59.0,0,0,33.11,1,0,1,0,0
1,0.67,1,0,13.82,0,1,0,0,1
1,58.0,1,0,104.53,1,0,1,0,0
1,38.0,0,0,179.82,1,0,0,1,0
2,20.0,0,0,10.33,1,0,1,0,0
2,9.0,0,5,25.38,1,0,0,0,1
3,8.0,0,0,13.13,1,0,0,0,1
2,33.0,1,0,8.4,0,1,0,0,1
3,20.0,0,0,5.23,0,1,0,0,1
2,26.0,0,0,11.12,0,1,0,0,1
3,74.0,0,0,13.62,1,0,0,0,1
2,28.0,0,0,5.66,1,0,0,0,1
3,21.0,0,0,9.24,0,1,0,0,1
2,35.0,1,0,25.49,0,1,0,0,0
2,60.0,0,0,11.08,0,1,0,0,1
2,30.0,0,0,26.52,1,0,0,0,1
