OverallQual,BsmtQual_Ex,LandSlope_Gtl,GarageCars,Exterior2nd_CmentBd,KitchenQual_Ex,GrLivArea
6,0,1,1.0,0,0,1092
6,0,1,1.0,0,1,1218
7,0,1,1.0,0,0,1055
5,0,1,1.0,0,0,988
9,1,1,3.0,0,1,1816
8,1,1,3.0,1,0,1694
8,0,1,3.0,0,0,2122
9,1,1,3.0,1,1,2656
8,1,1,3.0,0,1,2550
10,1,1,3.0,0,1,2046
9,1,1,3.0,0,1,2552
9,1,1,3.0,0,1,2758
10,1,1,3.0,1,1,2290
8,0,1,2.0,0,0,2152
8,1,1,3.0,0,1,2100
9,1,0,3.0,0,1,1802
8,0,1,3.0,0,1,2956
8,1,1,3.0,0,0,2385
8,1,1,3.0,0,1,1818
7,0,1,3.0,0,0,1614
8,0,1,2.0,0,0,1721
8,0,1,3.0,0,0,1828
6,0,1,2.0,0,0,1302
6,0,1,2.0,0,0,1302
6,0,1,2.0,0,0,1362
8,0,1,2.0,0,0,1554
9,1,1,2.0,0,1,1577
8,0,1,2.0,0,0,1324
7,0,1,2.0,0,0,1405
6,0,1,2.0,0,0,1496
6,0,1,2.0,0,0,1536
7,0,1,2.0,0,0,1458
6,0,1,2.0,0,0,1495
6,0,1,3.0,0,0,1746
6,0,1,2.0,0,0,1326
6,0,1,2.0,0,0,1504
7,0,1,2.0,0,0,1456
7,0,1,2.0,0,0,1258
8,0,1,3.0,0,0,1589
7,0,1,2.0,0,0,1266
7,0,1,2.0,0,0,1119
7,0,1,2.0,0,0,1374
7,0,1,2.0,0,0,1525
7,0,1,2.0,0,0,1394
7,0,1,2.0,0,0,1948
7,0,1,2.0,0,0,1995
6,0,1,2.0,0,0,1690
6,0,1,2.0,0,0,1644
8,0,1,3.0,0,0,2551
9,1,1,3.0,0,0,3078
8,0,1,3.0,0,0,2582
7,0,1,3.0,0,0,2385
8,1,1,2.0,0,0,2202
8,0,1,3.0,0,0,2538
7,0,1,2.0,0,0,1369
8,0,1,3.0,0,0,1542
8,0,1,2.0,0,0,1534
10,1,1,3.0,1,1,1966
7,0,1,2.0,0,0,1528
8,0,1,2.0,0,0,1538
7,0,1,2.0,0,0,1506
7,0,1,3.0,0,0,1977
8,0,1,3.0,0,0,1830
8,0,1,2.0,0,0,1338
7,0,1,2.0,0,0,1335
8,0,1,2.0,0,0,1792
5,0,1,2.0,0,0,1588
8,1,1,3.0,0,1,1880
8,0,1,2.0,1,1,1584
8,0,1,3.0,0,0,1685
6,0,1,3.0,0,0,2443
6,0,1,0.0,0,0,1100
7,0,1,0.0,0,0,1143
5,0,1,2.0,0,0,1094
7,0,1,2.0,0,0,1486
6,0,1,2.0,0,0,1820
6,0,1,1.0,0,0,1266
5,0,1,1.0,0,0,894
5,0,1,2.0,0,0,1040
7,0,1,2.0,0,0,2503
5,0,1,2.0,0,0,1037
6,0,1,2.0,1,0,1055
8,0,1,2.0,0,0,1378
8,0,1,2.0,0,0,1151
8,0,1,2.0,0,0,1565
7,1,1,2.0,0,0,1352
8,0,1,2.0,0,0,1550
6,0,1,2.0,0,0,1501
6,0,1,2.0,0,0,1573
7,0,1,2.0,1,0,1358
8,1,1,2.0,1,0,2048
8,1,1,2.0,0,0,2362
8,0,1,2.0,0,0,1494
7,0,1,2.0,0,0,2362
8,0,1,2.0,0,0,2497
6,0,1,2.0,0,0,1152
6,0,1,2.0,0,0,2411
6,0,1,2.0,0,0,1082
6,0,1,2.0,0,0,1295
7,0,1,2.0,0,0,1610
7,0,1,2.0,0,0,1594
7,0,1,2.0,0,0,2075
6,0,1,2.0,0,0,1093
6,0,1,1.0,0,0,1052
5,0,1,1.0,0,0,1107
4,0,1,3.0,0,0,1224
5,0,1,2.0,0,0,1074
5,0,1,2.0,0,0,1187
5,0,1,2.0,0,0,964
5,0,1,1.0,1,0,894
7,0,1,2.0,0,0,1200
6,0,1,2.0,0,0,1042
6,0,1,2.0,0,0,2154
6,0,1,1.0,0,0,1374
6,0,1,2.0,0,0,1652
5,0,1,2.0,0,0,908
3,0,1,0.0,0,0,666
3,0,1,0.0,0,0,670
5,0,1,1.0,0,0,808
5,0,1,1.0,0,0,1150
5,0,1,3.0,0,0,1560
5,0,1,2.0,0,0,1280
6,0,1,2.0,0,0,1254
6,0,1,1.0,0,0,936
5,0,1,1.0,0,0,1008
5,0,1,2.0,0,0,1053
5,0,1,1.0,0,0,1144
6,0,1,2.0,0,0,1721
5,0,1,1.0,0,0,922
5,0,1,1.0,0,0,1411
5,0,1,1.0,0,0,1216
5,0,1,1.0,0,1,1154
5,0,1,2.0,0,0,1560
6,0,1,2.0,0,0,948
6,0,1,1.0,0,0,1040
5,0,1,1.0,0,0,925
4,0,1,1.0,0,0,1540
5,0,1,1.0,0,0,925
4,0,1,1.0,0,0,1647
5,0,1,1.0,0,0,924
4,0,1,0.0,0,0,1544
5,0,1,1.0,0,0,1728
5,0,1,3.0,0,0,3086
4,0,1,2.0,0,0,1281
5,0,1,0.0,0,0,1534
7,0,1,1.0,0,0,1651
5,0,1,1.0,0,0,888
6,0,1,1.0,0,0,952
5,0,1,1.0,0,0,1238
5,0,1,1.0,0,0,1040
5,0,1,1.0,0,0,1170
5,0,1,1.0,0,0,1242
5,0,1,1.0,0,0,1377
5,0,1,1.0,0,0,925
5,0,1,1.0,0,0,864
5,0,1,1.0,0,0,936
5,0,1,2.0,0,0,960
6,0,1,2.0,0,0,1296
5,0,1,1.0,0,0,1022
5,0,1,1.0,0,0,967
5,0,1,2.0,0,0,1072
5,0,1,2.0,0,0,1174
4,0,1,1.0,0,0,1141
4,0,1,2.0,0,0,1798
8,0,1,2.0,0,0,1772
6,0,1,1.0,0,0,1642
5,0,1,2.0,0,0,1232
6,0,1,2.0,0,0,1650
5,0,1,1.0,0,0,1358
7,0,1,2.0,0,0,2454
4,0,1,1.0,0,0,968
4,0,1,1.0,0,0,1382
5,0,0,1.0,0,0,1060
5,0,1,1.0,0,0,1435
5,0,1,1.0,0,0,1274
6,0,1,1.0,0,0,1232
5,0,1,1.0,0,0,884
6,0,1,2.0,0,0,1409
5,0,1,1.0,0,0,1322
5,0,1,1.0,0,0,1426
5,0,1,2.0,0,0,1281
6,0,1,1.0,0,0,2264
6,0,1,2.0,0,0,1376
5,0,1,2.0,0,0,1316
7,0,1,2.0,0,0,1344
5,0,1,1.0,0,0,1173
5,0,1,1.0,0,0,1214
6,0,1,2.0,0,0,2294
7,0,1,1.0,0,0,1952
6,0,1,2.0,0,0,2180
4,0,1,2.0,0,0,1315
4,0,1,1.0,0,0,1484
7,0,1,2.0,0,0,2267
5,0,1,1.0,0,0,1282
5,0,1,1.0,0,0,999
5,0,1,2.0,0,0,1452
4,0,1,2.0,0,0,1005
5,0,1,2.0,0,0,1020
5,0,1,1.0,0,0,1040
5,0,1,2.0,0,0,868
5,0,1,1.0,0,0,897
5,0,1,2.0,0,0,943
5,0,1,1.0,0,0,912
5,0,0,1.0,0,0,1375
5,0,1,2.0,0,0,2654
7,0,1,1.0,0,0,1302
6,0,1,2.0,0,0,1299
5,0,1,1.0,0,0,1176
4,0,1,2.0,0,0,998
6,0,1,2.0,0,0,1522
5,0,1,2.0,0,0,1325
5,0,1,2.0,0,0,1630
4,0,1,1.0,0,0,1242
6,0,1,2.0,0,0,2422
6,0,1,1.0,0,0,1626
5,0,1,1.0,0,0,864
4,0,1,1.0,0,0,943
5,0,0,1.0,0,0,1038
5,0,1,1.0,0,0,1342
5,0,1,1.0,0,0,1480
4,0,1,1.0,0,0,1362
6,0,1,2.0,0,0,1822
7,0,1,2.0,0,0,1958
8,0,1,3.0,0,0,1651
8,0,1,3.0,1,0,2140
8,0,1,3.0,0,0,1651
7,0,1,3.0,0,0,1546
8,0,1,2.0,0,0,1500
7,0,1,2.0,0,0,1270
7,0,1,2.0,0,0,1795
7,0,1,2.0,0,0,1873
8,0,0,2.0,0,0,1743
5,0,1,2.0,0,0,1022
6,0,1,2.0,0,0,1308
5,0,1,1.0,0,0,990
5,0,0,1.0,0,0,1097
7,0,1,2.0,0,0,1873
7,0,1,2.0,0,0,1753
7,0,1,2.0,0,0,1690
7,0,1,2.0,0,0,1842
5,0,1,2.0,0,0,894
5,0,1,2.0,0,0,1025
5,0,1,2.0,0,0,1009
5,0,1,2.0,1,0,1040
5,0,1,1.0,0,0,907
5,0,1,2.0,0,0,879
5,0,1,2.0,0,1,864
4,0,1,2.0,0,0,875
7,0,1,2.0,0,0,1673
7,0,1,2.0,0,0,1932
7,0,1,2.0,0,0,1729
8,0,1,2.0,0,0,1592
8,0,1,2.0,0,0,2439
7,0,1,2.0,0,0,1992
8,0,0,2.0,0,0,1341
7,0,1,2.0,0,0,1476
7,0,1,2.0,0,0,1190
6,0,1,2.0,0,0,1330
7,0,1,2.0,0,0,1491
5,0,1,2.0,0,0,1536
5,0,1,1.0,0,0,936
4,0,1,2.0,0,0,1088
5,0,1,2.0,0,0,1351
6,0,1,2.0,0,0,1179
6,0,1,2.0,0,0,1044
5,0,1,2.0,0,0,2233
5,0,1,2.0,0,0,1408
10,1,1,3.0,1,1,5095
6,0,1,2.0,0,0,1072
5,0,1,1.0,0,0,960
4,0,1,0.0,0,0,1152
5,0,1,0.0,0,0,1195
6,0,1,1.0,0,0,865
4,0,1,1.0,0,0,768
4,0,1,2.0,0,0,864
5,0,1,0.0,0,0,2592
5,0,1,1.0,0,0,1422
6,0,1,1.0,0,0,1298
7,0,1,1.0,0,0,1098
6,0,1,1.0,0,0,1436
6,0,1,1.0,0,0,1461
7,0,1,2.0,0,0,1718
5,0,1,2.0,0,0,1226
4,0,1,1.0,1,0,1755
5,0,1,2.0,0,0,1355
6,0,1,2.0,0,0,1560
6,0,1,2.0,0,0,1488
6,0,1,2.0,0,0,1045
4,0,1,2.0,0,0,1680
8,0,0,2.0,0,0,1020
7,0,1,2.0,0,0,1696
8,0,1,2.0,0,0,2726
6,0,1,2.0,0,0,1215
5,0,1,0.0,0,0,1601
5,0,1,2.0,0,0,1828
5,0,1,1.0,0,0,816
2,0,1,1.0,0,0,845
5,0,1,0.0,0,0,1991
4,0,1,2.0,0,0,1073
5,0,1,1.0,0,0,1001
8,0,0,2.0,1,0,1625
6,0,1,2.0,0,0,1299
5,0,1,3.0,0,0,1392
7,0,1,2.0,0,0,1409
7,0,1,2.0,0,0,1478
7,0,1,1.0,0,0,918
6,0,1,2.0,0,0,1026
7,0,1,2.0,0,0,1501
6,0,1,2.0,0,0,2279
7,0,1,2.0,0,0,1689
8,0,1,2.0,0,1,1564
7,0,1,2.0,0,0,1240
8,1,1,2.0,0,0,1312
8,0,1,3.0,0,0,1922
6,1,1,2.0,0,0,1491
7,0,1,2.0,0,0,2486
10,1,1,3.0,0,1,1824
3,0,1,4.0,0,0,2034
6,1,1,2.0,0,0,936
4,0,1,1.0,1,0,1092
4,0,1,1.0,1,0,992
4,0,1,0.0,1,0,1092
4,0,1,1.0,1,0,1092
5,0,1,2.0,0,0,1008
6,0,0,2.0,0,0,1356
5,0,1,2.0,0,0,1676
5,0,1,2.0,0,0,1432
5,0,1,0.0,0,0,796
4,0,1,1.0,0,0,1608
5,0,1,2.0,0,0,1178
5,0,1,1.0,0,0,816
5,0,1,1.0,0,0,887
6,0,1,2.0,0,0,1293
6,0,1,1.0,0,0,1024
5,0,1,3.0,0,0,1797
6,0,0,2.0,0,1,1390
7,0,1,2.0,0,0,1851
6,0,1,2.0,0,0,1525
6,0,1,2.0,0,0,1671
6,0,1,2.0,0,0,1776
8,0,1,2.0,0,0,2064
7,0,1,3.0,0,0,2212
8,0,1,2.0,1,0,2687
6,0,1,2.0,0,0,1169
8,0,1,2.0,0,0,1204
9,1,1,3.0,0,1,2798
10,1,1,3.0,1,1,3390
9,1,1,3.0,0,0,2473
10,1,1,3.0,0,1,2698
9,1,1,3.0,0,1,2795
9,1,1,2.0,0,0,1714
9,1,1,3.0,0,1,2000
6,0,1,2.0,0,0,1102
7,0,1,2.0,0,0,1857
7,1,1,2.0,0,0,1083
7,0,1,2.0,0,0,2318
6,0,1,2.0,0,0,1875
6,0,1,2.0,0,0,1103
4,0,1,2.0,0,0,874
6,0,1,2.0,0,0,1419
6,0,1,2.0,0,0,1092
5,0,1,2.0,0,0,1365
6,0,1,1.0,0,0,1030
6,0,1,1.0,0,0,948
6,0,1,1.0,0,0,1092
6,0,1,2.0,0,0,1069
5,0,1,1.0,0,0,1387
7,0,1,1.0,0,0,1055
6,0,1,2.0,0,0,1456
9,1,1,3.0,0,1,2589
8,0,1,3.0,0,0,1618
7,1,1,3.0,0,0,1740
9,1,0,3.0,0,1,1868
9,0,1,3.0,0,1,2206
9,1,1,2.0,0,1,2091
8,1,1,2.0,1,1,2253
8,1,1,3.0,0,0,2389
8,1,1,3.0,0,1,2358
9,1,1,3.0,0,0,1792
9,1,1,3.0,0,1,1780
8,0,1,3.0,0,0,1914
9,1,1,2.0,0,1,1565
9,1,1,3.0,0,1,1686
9,1,1,2.0,0,0,1666
6,0,1,2.0,0,0,1456
7,0,1,2.0,0,0,1492
6,0,1,2.0,0,0,1326
8,0,1,3.0,0,0,2373
7,0,1,2.0,0,0,1492
7,0,1,2.0,0,0,1364
7,0,1,2.0,0,0,1511
7,0,1,2.0,0,0,1548
7,0,1,2.0,0,0,1142
7,0,1,2.0,0,0,1598
6,0,1,2.0,0,0,1889
7,0,1,3.0,0,0,2322
8,0,1,3.0,0,0,1976
8,0,1,3.0,0,0,2234
9,1,1,3.0,0,1,2855
8,0,1,3.0,0,0,2726
9,1,1,3.0,0,1,3500
8,0,1,3.0,0,0,2494
8,0,1,3.0,0,0,2799
8,0,1,2.0,1,0,1964
8,1,1,3.0,0,0,1670
8,0,1,2.0,0,0,1504
8,0,1,2.0,0,0,1278
9,1,1,3.0,0,1,2640
6,0,1,2.0,0,0,1716
6,0,1,0.0,0,0,1142
7,0,1,2.0,0,0,1400
6,0,1,0.0,0,0,1131
7,0,1,2.0,0,0,1686
7,0,1,2.0,0,0,1585
6,0,1,2.0,0,0,1837
6,0,1,2.0,0,0,1731
6,0,1,2.0,0,0,1398
6,0,1,2.0,0,0,1217
6,0,1,2.0,0,0,1320
5,0,1,2.0,0,0,988
6,0,1,2.0,0,0,1654
5,0,1,2.0,0,0,1211
5,0,1,1.0,0,0,984
5,0,1,1.0,0,0,909
5,0,1,2.0,0,0,925
5,0,1,1.0,0,0,1024
5,0,1,0.0,0,0,912
5,0,1,1.0,0,0,941
7,0,1,2.0,0,0,2646
8,1,0,3.0,0,0,2826
7,0,1,2.0,0,0,1143
7,0,1,2.0,0,0,1223
6,0,1,2.0,0,0,1524
7,0,1,2.0,0,0,1080
7,0,1,1.0,0,0,1694
8,0,1,2.0,1,0,1568
5,0,1,2.0,0,0,1193
7,0,1,2.0,0,0,1334
5,0,1,2.0,0,0,1051
5,0,1,2.0,0,0,1770
6,0,1,2.0,0,0,976
5,0,1,1.0,0,0,898
5,0,1,1.0,0,0,1051
5,0,1,1.0,0,0,1141
6,0,1,1.0,0,0,1565
6,0,1,2.0,0,0,1488
5,0,1,2.0,0,0,1440
5,0,1,1.0,0,0,1248
6,0,1,1.0,0,0,816
5,0,1,1.0,0,0,1043
5,0,1,2.0,0,0,1433
5,0,1,1.0,0,0,1624
5,0,1,1.0,0,0,1216
5,0,1,1.0,0,0,1728
5,0,1,1.0,0,0,936
5,0,1,2.0,0,0,1584
6,0,1,2.0,0,0,1246
6,0,1,2.0,0,0,1008
5,0,1,1.0,0,0,1364
6,0,1,2.0,0,0,1336
5,0,1,1.0,0,0,1370
6,0,1,1.0,0,0,1124
6,0,1,1.0,0,0,1050
5,0,1,1.0,0,0,1008
6,0,1,2.0,0,0,1575
5,0,1,2.0,0,0,1145
5,0,1,1.0,0,0,1005
5,0,1,1.0,0,0,1056
5,0,1,1.0,0,0,884
7,0,1,3.0,0,0,2039
5,0,1,2.0,0,0,1384
5,0,1,3.0,0,0,2640
6,0,1,2.0,0,0,1312
3,0,1,1.0,0,0,713
3,0,1,2.0,0,0,715
4,0,1,1.0,0,0,720
6,0,1,2.0,0,0,1595
4,0,1,2.0,0,0,1760
6,0,1,1.0,0,0,1146
6,0,1,1.0,0,0,1207
6,0,1,2.0,0,0,1773
7,0,1,2.0,0,0,1472
7,0,1,2.0,0,0,2448
4,0,1,1.0,0,0,1521
3,0,1,2.0,0,0,1040
5,0,1,0.0,0,0,1556
5,0,1,1.0,0,0,1150
7,0,1,2.0,0,0,1045
5,0,1,1.0,0,0,864
5,0,1,0.0,0,0,1025
5,0,1,2.0,1,0,2014
5,0,1,1.0,0,0,1668
4,0,1,1.0,0,0,1657
6,0,1,2.0,0,0,1416
7,0,1,2.0,0,0,1428
7,0,1,1.0,0,0,1004
4,0,1,2.0,0,0,1951
6,0,1,1.0,0,0,1032
5,0,1,1.0,0,0,844
4,0,1,1.0,0,0,864
3,0,0,1.0,0,0,1376
5,0,1,2.0,0,0,960
5,0,1,2.0,0,0,1566
3,0,1,1.0,0,0,492
6,0,1,1.0,0,0,1182
3,0,1,1.0,0,0,840
7,0,1,2.0,0,0,2104
5,0,1,0.0,0,0,1248
5,0,1,2.0,0,0,960
3,0,1,0.0,0,0,1020
6,0,1,1.0,0,0,1827
3,0,1,1.0,0,0,1162
5,0,1,1.0,0,0,1324
5,0,1,1.0,0,0,816
6,0,1,2.0,0,0,2486
4,0,1,2.0,0,0,1430
5,0,1,1.0,0,0,1330
5,0,1,0.0,0,0,819
6,0,1,1.0,0,0,984
5,0,1,1.0,0,0,1422
6,0,1,2.0,0,0,1921
5,0,1,2.0,0,0,1640
5,0,1,1.0,0,0,1032
5,0,1,1.0,0,0,879
7,0,1,1.0,0,0,1073
5,0,1,2.0,0,0,1064
6,0,1,1.0,0,0,934
5,0,1,1.0,0,0,1059
5,0,1,2.0,0,0,1458
6,0,1,2.0,0,0,1040
5,0,1,2.0,0,0,1967
5,0,1,2.0,0,0,1949
5,0,1,1.0,0,0,872
7,0,0,2.0,0,0,1830
5,0,0,2.0,0,0,1000
5,0,1,2.0,0,0,810
7,0,1,1.0,0,0,1700
4,0,1,2.0,0,0,1350
5,0,1,1.0,0,0,1150
6,0,1,3.0,0,0,2009
6,0,1,2.0,0,0,3672
5,0,1,2.0,0,0,1560
5,0,1,2.0,0,0,1488
5,0,1,1.0,0,0,1057
6,0,1,1.0,0,0,1609
6,0,1,2.0,0,1,2559
6,0,1,4.0,0,0,1440
7,0,1,3.0,0,0,1876
7,0,1,2.0,0,0,1208
6,0,1,2.0,0,0,1846
8,1,1,3.0,0,1,1590
7,0,1,2.0,0,0,1809
7,0,1,2.0,0,0,1614
7,0,1,2.0,0,0,1596
6,0,1,2.0,0,0,1388
5,0,1,2.0,0,0,1100
6,0,1,2.0,0,0,1499
7,0,1,2.0,0,0,1425
7,0,1,2.0,0,0,1749
7,0,1,2.0,0,0,1779
6,0,1,1.0,0,0,1388
6,0,1,3.0,0,0,1282
5,0,1,1.0,0,0,864
7,0,1,2.0,0,0,1762
6,0,1,2.0,0,0,1755
8,0,1,2.0,0,0,1358
7,0,1,2.0,0,0,1909
8,0,1,3.0,0,0,2214
7,0,1,2.0,0,0,2049
7,0,1,3.0,0,0,1939
7,0,1,2.0,0,0,1995
6,0,1,2.0,0,0,848
7,0,1,2.0,0,0,1390
7,0,1,2.0,0,0,1737
7,0,1,2.0,0,0,1611
7,0,1,2.0,0,0,1336
4,0,1,2.0,0,0,1436
6,0,1,0.0,0,0,1012
5,0,1,1.0,0,0,1176
7,0,1,2.0,0,0,1724
6,0,1,0.0,0,0,914
7,1,1,2.0,0,0,2314
6,0,1,2.0,0,0,1072
7,0,1,2.0,0,0,1709
4,0,1,1.0,0,0,936
6,0,1,2.0,0,0,1338
4,0,1,1.0,0,0,1669
4,0,1,2.0,0,0,1482
4,0,1,0.0,0,0,1414
2,0,1,1.0,0,0,498
4,0,0,1.0,0,0,1273
5,0,1,1.0,0,0,1551
6,0,1,1.0,0,0,1340
7,0,1,1.0,0,0,1479
6,0,1,1.0,0,0,1510
7,0,1,1.0,0,0,1636
5,0,1,1.0,0,0,1465
5,0,1,1.0,0,0,1288
6,0,1,1.0,0,0,1550
5,0,0,1.0,0,0,1717
7,0,1,2.0,0,0,1671
7,0,1,3.0,0,0,1609
6,0,1,2.0,0,0,1801
5,0,1,1.0,0,0,2315
5,0,1,1.0,0,0,976
6,0,1,2.0,0,0,1285
4,0,1,0.0,0,0,672
4,0,1,1.0,0,0,641
6,0,1,1.0,0,0,1638
3,0,1,0.0,0,0,729
5,0,1,0.0,0,0,1396
3,0,1,0.0,0,0,936
8,1,0,2.0,1,1,1778
8,1,0,2.0,1,0,1646
6,0,0,2.0,0,0,1625
6,0,1,2.0,0,0,1664
8,1,1,2.0,0,0,1491
6,0,1,2.0,0,0,1210
6,0,0,2.0,0,0,1650
6,0,1,2.0,0,0,1403
8,1,1,3.0,0,0,1960
9,0,1,3.0,0,1,1838
1,0,1,1.0,0,0,1600
7,0,1,4.0,0,0,1368
5,0,1,1.0,1,0,1304
5,0,1,1.0,0,0,874
5,0,1,3.0,0,0,1652
4,0,1,0.0,1,0,630
4,0,1,1.0,1,0,1092
5,0,0,1.0,0,0,1360
4,0,1,1.0,1,0,1092
4,0,1,0.0,1,0,1092
4,0,1,0.0,1,0,1092
4,0,1,1.0,1,0,1092
5,0,1,2.0,0,0,1224
5,0,1,0.0,0,0,970
7,0,0,3.0,0,0,2000
