OverallQual,BsmtQual_Ex,LandSlope_Gtl,GarageCars,Exterior2nd_CmentBd,KitchenQual_Ex,GrLivArea
6,0,1,1,0,0,2210
6,0,1,2,0,0,784
7,0,1,2,0,0,1208
7,0,1,2,0,0,1536
6,0,1,1,0,0,1215
7,0,1,2,0,0,1494
6,0,1,2,1,0,2521
6,0,1,2,0,0,1052
6,0,1,1,0,0,1375
8,0,1,2,0,0,1337
5,0,1,1,0,0,1236
7,0,1,2,0,0,1720
7,0,1,3,0,0,1959
5,0,1,1,0,0,1306
5,0,0,2,0,0,988
7,0,1,2,0,0,1498
4,0,0,2,0,0,894
5,0,1,2,0,0,1728
7,0,1,1,0,0,2080
6,0,1,2,0,0,1200
6,0,0,2,0,0,1851
6,0,1,2,0,0,1386
6,0,1,2,0,0,1456
7,0,1,2,0,0,1166
5,0,1,1,0,0,864
8,0,1,3,0,0,2482
7,0,1,2,0,0,1310
8,0,1,2,0,0,1936
6,0,1,1,0,1,1357
6,0,1,2,0,0,1416
7,1,1,2,0,0,1146
6,0,1,2,0,0,1062
5,0,1,1,0,0,954
7,0,1,2,0,0,2730
5,0,1,2,0,0,1190
2,0,1,0,0,0,800
5,0,1,2,0,0,1200
6,0,1,2,1,0,1839
6,0,1,2,0,0,1442
4,0,1,0,0,0,912
4,0,1,0,1,0,630
7,1,1,2,0,0,1692
5,0,1,2,0,0,1118
6,0,1,1,0,0,1252
5,0,1,2,0,0,803
4,0,1,1,0,0,858
8,0,1,2,0,1,1872
5,0,1,1,0,0,1040
8,0,1,2,1,0,2290
5,0,1,2,0,0,1365
6,0,1,2,0,0,1958
7,0,1,3,0,0,2418
5,0,1,1,0,0,882
5,0,1,2,0,0,980
4,0,1,0,0,0,1440
6,0,1,2,0,0,1564
6,0,1,2,0,0,1262
6,0,1,1,0,0,1680
8,0,0,2,0,0,1752
5,0,1,2,0,0,1573
6,0,1,2,0,0,1056
10,1,1,2,0,1,5642
5,0,1,1,0,0,1236
5,0,1,1,0,0,1203
5,0,1,2,0,0,964
5,0,1,1,0,0,1109
7,0,1,2,0,0,1241
8,0,1,2,0,0,2090
7,0,1,2,0,0,1801
7,0,1,2,0,0,1761
5,0,1,2,0,0,970
5,0,1,1,0,0,925
4,0,0,1,0,0,1336
6,0,1,1,0,0,1458
7,0,1,2,0,0,1820
5,0,1,0,0,0,996
4,0,1,1,0,0,1029
8,0,1,2,0,0,3112
8,0,1,2,0,1,1484
4,0,1,0,0,0,1140
5,0,1,1,0,0,816
4,0,1,2,0,0,1296
5,0,1,2,0,0,1416
9,1,1,3,0,1,1792
5,0,1,1,0,0,1216
7,0,1,2,0,0,1969
7,0,1,2,0,0,1494
7,0,1,2,0,0,1339
8,0,1,3,0,0,2365
6,0,1,2,0,0,1603
7,0,1,2,0,0,1682
6,0,1,0,0,0,3395
8,0,1,2,0,0,1935
2,0,1,1,0,0,438
8,1,1,3,0,0,1717
7,0,1,2,0,0,1790
10,1,1,3,0,1,2633
8,0,1,2,0,0,1247
7,0,1,2,0,0,1294
5,0,1,2,0,0,2620
7,0,1,2,0,0,1774
5,0,1,1,0,0,1285
10,1,1,3,0,0,2945
7,0,1,2,0,0,1416
7,0,1,2,0,0,1547
5,0,1,1,0,0,892
6,0,1,1,0,0,1196
9,1,1,3,0,0,1850
8,0,1,2,0,0,3228
6,0,1,1,0,0,952
7,1,1,2,0,0,1478
7,0,1,2,0,0,1502
3,0,1,0,0,0,1526
3,0,1,1,0,0,1077
7,0,1,2,0,0,1358
3,0,1,1,0,0,1163
7,0,1,2,0,0,1714
8,1,1,3,0,0,2468
6,0,1,2,0,0,1158
8,0,1,3,0,1,2374
5,0,1,2,0,0,1559
5,0,1,2,0,0,1121
4,0,1,0,0,0,796
5,0,1,1,0,0,1558
5,0,1,1,0,0,864
7,0,0,2,0,0,1363
7,1,1,2,0,0,2149
6,0,1,2,0,0,1658
8,0,1,2,0,0,2020
6,0,1,2,0,0,912
6,0,1,2,0,0,1004
5,0,1,1,0,0,1269
7,0,1,2,0,0,1661
7,0,1,2,0,0,1709
7,0,1,2,0,0,2127
4,0,1,2,0,0,1120
5,0,1,1,0,0,980
8,0,1,2,0,0,1601
5,0,1,1,0,0,694
4,0,1,0,0,0,864
6,0,1,1,0,0,1846
6,0,1,2,0,0,1505
5,0,1,1,0,0,1644
4,0,1,0,1,0,1344
7,0,1,2,0,0,1964
6,0,1,2,0,0,1422
6,0,1,2,0,0,1212
7,0,1,2,0,0,1553
7,0,1,2,0,0,1504
6,0,1,2,0,0,1471
6,0,1,0,0,0,1824
7,0,1,3,0,0,1717
6,0,1,1,0,0,987
8,1,1,3,0,0,1976
8,0,1,3,0,0,2448
6,0,1,2,0,0,1764
7,0,1,2,0,0,1252
10,1,1,3,1,1,2020
3,0,1,2,0,0,1040
6,0,1,2,0,0,1258
6,0,1,2,0,0,2792
6,0,1,2,0,0,1728
6,0,1,2,0,0,1176
6,0,1,2,0,0,1509
7,0,1,2,0,0,1632
4,0,1,0,1,0,630
4,0,1,2,0,0,864
6,0,1,2,0,0,1137
6,0,1,2,0,0,2117
6,0,1,2,0,0,1845
5,0,1,1,0,0,1048
6,0,1,1,0,0,816
5,0,1,2,0,0,864
8,0,1,2,0,0,1924
8,0,0,3,0,0,3447
7,0,1,2,0,0,2291
5,0,1,1,0,0,1367
8,0,0,2,0,0,1742
5,0,1,1,0,0,1343
4,0,1,2,0,0,1588
5,0,1,1,0,0,1256
5,0,1,1,0,0,1344
7,0,1,2,0,0,1947
5,0,1,2,0,0,1056
5,0,1,2,0,0,1680
5,0,1,1,0,0,1052
5,0,1,1,0,0,999
5,0,1,1,0,0,875
5,0,1,0,0,0,784
5,0,1,0,0,0,1800
7,0,1,1,0,0,1477
6,0,1,1,0,0,987
7,0,1,2,0,0,1221
5,0,0,1,0,1,1473
8,0,1,2,0,0,1919
6,0,1,2,0,0,1097
5,0,1,2,0,0,990
7,0,1,2,0,0,1762
5,0,1,2,0,0,1074
5,0,1,1,0,0,1691
4,0,1,0,0,0,1225
6,0,1,2,0,0,1876
4,0,1,1,0,0,864
6,0,1,2,0,0,1322
6,0,1,1,0,0,1368
7,0,1,1,1,0,2340
4,0,1,0,0,0,1152
8,0,1,2,0,0,1908
7,0,1,2,0,0,1786
7,0,0,2,0,0,1533
6,0,1,2,0,0,1694
4,0,1,2,0,0,1224
8,0,0,2,0,0,3194
7,0,1,4,0,0,1344
6,0,1,2,0,0,1724
7,0,1,2,0,0,1775
6,0,1,2,0,0,1412
6,0,1,2,0,0,1792
7,0,1,2,0,0,1430
10,1,1,3,0,1,2392
4,0,1,0,0,0,1440
5,0,1,2,0,0,1086
8,0,1,3,0,0,1656
5,0,1,0,0,0,796
6,0,1,2,0,0,2259
7,0,1,2,0,0,1588
6,0,1,2,0,0,1141
7,0,1,1,0,0,1564
4,0,1,1,0,0,1047
6,0,1,2,0,0,1632
4,0,1,1,0,0,960
7,0,1,2,0,0,2156
5,0,1,2,0,0,768
6,0,1,2,0,0,1218
