,clusters
51094,3
46739,1
44201,3
8429,1
43415,0
7394,3
13557,2
38688,4
15671,3
2976,4
54397,4
33013,1
106,4
30971,4
3447,3
34794,4
19018,3
7336,4
10471,1
12702,4
43422,3
21810,1
31919,3
3693,0
19009,0
57334,4
22187,4
10882,3
17827,3
31772,2
55118,2
28826,1
30341,0
42408,4
56800,0
55557,3
8000,4
56167,4
21799,0
15219,0
35029,3
58386,2
43400,3
33320,4
13341,4
10447,2
36217,0
29683,4
27100,3
46800,3
26717,0
46501,3
8707,3
5312,3
57335,0
23659,3
20401,2
12164,2
23154,4
32336,1
46229,1
27797,3
29350,3
3563,2
30339,0
47643,4
29288,0
2379,4
56753,4
48428,0
39469,3
29148,4
28065,1
45740,4
55418,3
13949,3
42605,1
40113,4
35409,3
15198,0
23546,0
51110,3
45463,4
35888,1
27305,4
42270,3
42480,1
43682,0
22986,2
33723,3
20193,0
27972,3
15594,1
17635,0
35958,3
21082,0
20143,1
31072,4
30337,0
1449,4
13240,4
24903,1
19164,3
4972,1
17979,0
501,2
22430,0
36949,3
21557,4
12242,4
2338,1
8197,0
43949,0
1467,0
58559,3
41936,3
56033,0
5088,0
28756,0
5895,3
30298,0
1260,2
46424,4
45977,4
39034,3
57926,3
44745,0
35562,1
17032,2
41515,0
48559,0
20049,1
52126,2
14125,3
21058,2
30916,3
57836,3
15811,0
21423,1
20894,0
27756,0
20784,3
20763,3
20515,4
24080,4
6541,3
45549,2
4059,1
1634,1
23761,4
10021,1
45210,3
36222,3
6782,4
35079,0
7181,3
625,3
39895,3
7065,2
52576,4
14621,3
2347,4
6532,1
7382,0
20614,4
10772,2
8251,1
1384,1
6485,3
573,1
58394,1
49762,0
12338,2
47946,4
37772,0
20302,3
1700,1
6916,0
10433,4
48180,4
58418,3
22462,3
3390,4
37982,4
17019,4
21689,0
55933,2
49270,4
4552,3
3564,4
13222,4
36993,3
37575,3
20813,3
44780,3
30654,4
44990,4
39938,1
17406,0
51722,4
22008,0
46504,4
33714,0
57545,1
2249,4
13582,3
10971,0
34868,1
13012,4
22397,3
11163,2
15406,3
27633,4
11739,2
39919,4
39965,3
29455,1
51469,3
27681,4
14834,2
48970,3
28432,0
34251,3
26140,3
60,3
44071,3
45471,3
36104,4
4561,4
23052,0
13453,3
16230,4
17916,3
8226,3
4983,4
4628,3
38654,4
2390,2
49555,2
13308,3
5539,3
27646,3
30545,3
27150,3
46715,0
57033,0
20995,0
31175,4
17453,3
40325,3
57764,3
48665,1
44786,0
2498,3
27528,3
27109,3
8510,2
23291,1
2263,3
18489,0
5053,1
47199,3
54389,3
38741,3
20756,3
16088,3
29121,2
3066,4
7593,0
13334,1
2143,1
30985,4
34727,0
17649,3
50298,4
53830,1
39175,1
28588,1
34308,3
2247,1
55768,0
6545,4
28446,1
12710,2
26770,3
35603,3
42016,0
43080,4
20200,4
1291,3
15042,3
35277,4
42306,4
13034,1
43859,1
34600,1
2035,4
27639,0
2500,3
24933,1
13496,0
54625,3
54850,3
46900,4
10924,4
57897,2
11712,1
9001,4
8314,0
21837,0
33303,4
9622,1
56461,4
46119,4
21346,4
17501,2
37157,3
39707,3
14332,4
6047,3
18029,4
28814,0
35705,3
50119,4
11935,1
3960,3
15465,0
42088,3
7547,4
17919,4
18192,1
38701,3
30715,3
41545,4
15026,0
6044,4
971,4
16702,0
45647,0
47214,4
48817,4
20927,1
7805,3
57303,0
39042,0
51561,4
47044,3
42092,0
38715,4
28648,4
11770,2
48416,0
14045,2
16075,4
32136,0
21141,4
45169,1
52738,4
54615,0
39620,1
23840,1
14346,3
52973,4
49647,4
27704,4
20982,4
7384,4
30939,0
53008,4
11861,4
53080,1
58129,1
19552,2
33411,1
49081,1
14189,1
28882,4
23537,2
18819,0
30496,1
53258,3
10019,4
43982,4
55193,4
22727,1
20337,0
21712,4
57805,4
55506,3
21301,0
42369,3
43956,3
4728,2
20184,1
41338,3
8500,0
33197,2
35091,4
18227,3
5240,3
21795,4
18012,4
27954,0
24821,3
32391,0
54799,4
38710,4
19843,3
20466,4
12174,3
14212,1
53239,1
40066,3
47451,3
38215,3
10336,3
22720,4
57988,3
56086,4
51274,3
28994,4
222,2
8556,3
631,4
48811,3
19189,4
447,3
38852,3
13701,4
5598,1
11979,4
10524,3
12257,4
6536,0
11652,1
29002,4
19915,0
48618,2
9192,3
34541,4
45594,2
2741,0
6990,2
34373,4
13775,1
14441,3
48036,2
8221,3
48514,0
56300,1
34120,1
8937,4
28660,1
9178,1
3440,4
23094,4
1242,3
20781,4
56491,2
11843,4
6364,3
29553,4
20384,2
54541,0
40909,1
14955,3
33640,0
26868,0
39199,4
55114,3
4262,4
13945,4
26317,1
58523,0
10444,0
35061,4
29821,4
32786,4
40719,3
33277,0
17681,2
30744,3
19957,3
44048,4
25792,3
39365,4
46305,4
1186,2
43341,1
51503,3
12905,0
18480,2
58560,4
47179,4
1313,0
44587,3
58231,4
14331,4
12749,4
10647,3
35911,1
50620,4
19159,2
34736,2
30571,4
13031,4
46394,3
46405,4
3151,2
55860,4
45204,4
3677,3
11872,3
29961,4
15820,1
28483,4
26404,2
7219,3
25250,1
35119,1
12480,1
30404,1
1241,3
28344,4
11735,4
9490,1
57701,3
30508,3
49771,3
38211,2
13661,2
4687,4
12821,2
21440,3
52445,4
6975,0
9614,3
43188,0
47466,4
49188,4
16074,4
32033,4
22433,1
57548,1
42868,3
4226,2
20272,4
13536,2
31291,4
15586,0
52578,3
48322,3
15647,1
7672,4
53889,2
52862,2
19640,4
57048,1
14684,2
43440,4
35414,1
39869,3
7969,1
19122,1
29116,2
34627,0
39086,3
43466,0
11972,0
42505,3
28003,3
28338,4
47026,2
3915,4
12145,0
33386,3
20362,4
23884,2
33044,3
53575,4
25513,2
40756,4
21468,3
46366,0
29457,4
12705,3
19868,0
35919,0
21807,3
44399,3
41830,3
15150,0
10435,3
43495,4
23895,3
15979,1
20848,3
7215,0
17548,3
58044,3
22114,4
14247,3
42431,4
40751,3
30992,3
55958,3
52176,0
38208,3
42473,0
34166,4
15260,4
3132,1
56854,3
13645,3
7111,3
37214,3
16911,3
25224,4
48505,3
33806,4
15623,4
1572,3
24503,2
33379,3
43097,3
55298,1
3641,3
39288,1
47879,3
42153,2
33907,4
18609,0
40810,4
14149,3
10938,4
6020,0
51276,4
30063,0
24904,4
5178,1
41591,0
44121,3
46381,4
51855,1
15812,3
56508,4
9502,3
14637,4
19835,2
41341,4
40623,4
24018,2
40754,0
50703,1
44738,4
2003,3
32235,3
13128,0
15788,4
2950,2
46429,0
53668,4
13046,3
49977,3
55090,4
11289,2
19681,1
58141,3
9122,4
16248,4
12520,3
36838,4
28192,0
26716,1
17709,4
40036,4
31767,3
49765,1
7448,1
38762,3
52559,0
45381,4
9881,3
40762,4
12169,1
16620,3
50268,1
36468,3
50587,4
12391,4
43044,3
20957,3
19478,4
55311,2
49799,3
31229,3
49121,3
7513,0
49067,2
50433,3
46181,4
45507,4
26567,2
36075,2
31998,4
21498,3
19024,1
31472,4
22260,4
57909,2
37118,0
6102,1
20915,3
2863,3
7480,0
27771,4
23865,4
10638,0
45816,4
28739,1
38022,3
4221,2
41783,3
43862,2
2106,4
16905,4
15504,3
56402,4
7276,0
53659,3
7756,4
43129,0
2201,2
4705,2
34785,1
56853,2
7294,1
27192,4
27625,3
27560,1
51090,2
10199,0
557,4
28462,4
42047,3
8174,4
39231,4
54351,2
53089,1
18572,3
24518,4
45694,0
57880,0
4468,4
23988,4
6546,1
7270,4
32940,4
43081,4
10504,4
31385,0
26547,4
20840,3
6247,4
31462,0
19354,2
41902,3
25840,4
39167,0
24073,2
9155,0
42726,3
47437,4
3625,3
31653,4
14036,3
6091,3
43303,4
37316,4
32822,3
3946,2
38372,3
19659,3
50782,0
22410,3
15032,4
45563,0
40813,3
29926,3
9666,2
19965,1
49487,0
23713,3
23883,2
34403,2
12525,0
52237,1
19541,4
9236,0
58587,4
18801,2
18510,2
22982,3
22455,1
13553,4
38057,2
35817,4
58208,1
35122,4
43706,0
48152,0
29771,1
55661,1
58178,0
6752,4
33331,3
4061,2
28079,4
11224,3
17378,4
24137,3
54555,2
48068,4
44721,3
6666,2
14993,3
16606,3
25742,4
50221,1
33164,4
34220,4
38558,4
46372,0
2213,1
55691,4
44932,3
9288,3
50880,4
32998,0
58326,4
28441,0
18180,3
19143,0
22940,3
29507,3
52468,0
32162,2
51028,2
46277,4
37753,4
46870,3
13186,3
581,3
53254,3
55393,0
37507,3
24938,2
7455,2
25802,0
31258,3
36133,3
55989,3
31464,3
33552,3
652,2
49131,3
40098,3
19188,1
32662,1
31781,2
17037,3
16030,3
6254,0
26905,1
39549,4
5492,0
30727,3
17948,3
56998,3
40696,0
36592,2
13592,0
37314,3
48397,1
20373,0
52273,4
7759,4
12694,4
7266,1
53912,4
49616,3
50176,1
45341,3
34021,0
502,4
42200,3
28463,3
18894,2
31408,3
11518,0
1618,1
41831,3
19719,1
32927,4
34324,3
25123,1
41588,4
42103,2
36488,3
54348,3
9269,0
57787,4
18455,3
19924,0
13316,0
28251,4
6186,3
15199,3
17727,1
20450,0
41186,3
54832,3
491,3
13703,2
25600,2
19399,1
38260,0
8861,1
48943,3
126,0
31305,0
7122,2
57846,0
24418,3
41269,0
46950,2
38960,4
22689,0
30093,1
51412,3
49526,0
32187,1
12115,0
18482,3
8731,0
26303,0
35360,3
19746,3
6739,4
18335,3
32883,0
29630,4
40216,2
18556,4
32892,4
44372,3
35947,3
2998,4
27543,4
22551,3
4981,0
12025,1
32158,3
18829,3
52656,4
42533,0
43879,3
16890,3
46894,1
50318,4
19623,3
5202,0
44680,3
39435,3
43148,4
30608,0
22256,3
24135,1
21514,2
26012,2
40498,4
20214,3
25854,4
18750,1
57604,0
34993,3
8238,3
14871,4
166,1
31154,4
1692,0
1171,4
55248,2
11877,0
50798,4
52337,0
25980,3
35820,0
17700,2
36599,4
23578,4
45940,0
20077,3
36077,4
42391,4
5879,1
38977,4
805,4
13994,2
51292,4
37243,4
44510,1
38171,4
7449,3
40476,0
17014,0
54272,0
40212,2
7622,0
17903,1
38755,4
31938,3
48198,4
18896,1
38937,4
44887,1
36709,0
22091,4
44450,4
23604,3
19799,3
30898,3
5517,0
12200,3
37428,3
19394,4
9043,3
55616,0
44255,3
49215,2
1071,1
57596,3
11685,3
18683,2
31130,3
45209,2
33121,4
5951,0
15800,1
32257,4
5350,0
35100,4
11143,4
6033,1
46975,4
11878,3
34181,3
5355,3
25445,4
47611,0
16792,2
49646,2
45641,3
55741,3
49436,4
43259,0
46522,4
40547,3
27066,1
58468,3
24681,3
37289,4
42317,2
47604,3
9482,1
40987,2
26971,4
35256,2
41490,1
31029,0
31419,1
23591,3
39303,1
39934,2
10611,1
23248,0
52262,4
37756,4
56737,0
55675,3
21585,0
34428,3
48116,1
32003,4
21426,3
14932,3
45324,0
48890,3
20914,2
36981,0
45773,4
6298,3
9961,4
40175,1
9838,0
10943,3
33987,4
31619,3
14065,0
25365,3
52663,3
56305,4
7642,4
11048,3
41177,3
19863,1
6198,3
50612,2
20168,3
57438,2
41345,4
54034,3
51593,3
54462,4
7298,3
1643,4
44548,3
45076,4
17740,0
24836,1
34773,1
58062,1
31334,3
53829,4
41179,3
43027,4
34998,3
52113,4
41313,3
24067,3
55744,4
49267,4
35972,4
43331,3
50788,3
48506,2
29410,3
50390,3
37960,2
25483,2
20334,4
41432,4
3113,4
40525,2
14133,4
29459,3
32236,3
25844,0
30686,3
2635,0
28270,1
19803,0
17513,1
26026,1
36020,4
41762,0
34252,4
40359,3
31585,3
34339,4
54001,1
47955,0
54673,0
24718,1
2148,3
24036,3
29319,1
11308,2
34783,1
6911,4
16168,3
23880,3
19880,1
35687,3
34810,4
920,3
32588,4
23223,2
34362,2
29858,3
51137,1
6377,4
2415,3
16320,0
19151,3
47861,3
38162,4
14481,4
46297,2
34900,2
30984,0
50686,0
43261,1
37879,1
45828,4
33281,3
41349,1
52595,1
35923,0
12509,3
6822,1
24468,1
17854,3
4666,2
11851,3
22796,0
43739,3
22366,0
37417,3
57659,4
50104,0
58577,3
4198,1
19452,3
47991,3
44701,3
29783,3
12233,0
13928,3
56053,1
18549,3
26329,3
36789,3
41953,0
31473,3
21264,0
11220,3
7597,4
31010,4
53862,3
5889,4
13087,4
8447,2
26681,4
17092,1
48367,1
7967,4
31672,4
33874,4
39067,0
53741,3
52450,4
134,3
20203,2
48663,0
43971,4
10017,0
52668,4
37184,4
26851,4
47898,3
19040,3
512,3
16196,1
31095,3
7188,0
15576,4
31915,3
17045,0
51336,4
10340,4
15132,2
30776,4
47098,3
40766,3
36424,4
38070,3
4432,4
50459,3
41758,1
8052,3
6280,2
9340,3
42372,1
42601,1
52664,3
44776,3
34918,3
33995,4
27862,1
56148,4
23765,1
54985,3
38776,0
6819,4
18397,4
51067,3
1517,1
30952,0
24131,4
24667,2
6191,2
2129,1
11015,0
56794,4
29750,3
24059,4
12537,0
642,3
16700,3
40263,3
45199,1
34512,1
53306,4
24413,3
13821,1
18644,3
54695,4
40571,0
14516,1
52531,3
54083,4
57552,3
48291,2
56008,3
8617,4
49328,3
57073,3
23432,4
12396,3
43340,2
32011,3
21451,0
14425,2
57256,1
56133,4
15457,2
16625,4
21343,0
10817,3
55962,3
30361,4
37504,4
37365,3
57331,0
47421,2
6301,3
30304,3
53346,1
16925,0
26454,2
24784,4
28301,4
17802,4
19387,1
42149,3
10899,3
10323,0
33103,4
34130,3
37490,4
32509,3
30624,0
1901,4
17419,0
22797,3
46571,3
24411,4
1275,4
50770,1
13918,4
38395,3
55623,3
7732,0
19074,3
30671,1
20933,1
20856,4
26912,1
33258,4
7015,4
46953,4
479,3
57641,3
30837,4
6057,3
38066,4
28259,4
16200,0
35366,3
38349,1
30594,2
23706,0
6473,4
36358,0
47380,3
42886,3
57887,4
55047,4
31463,4
47612,3
358,3
51668,4
21018,3
24167,0
19948,2
14256,2
35560,4
46235,0
23107,1
18545,3
58202,4
41525,4
55051,4
48624,3
10274,3
24044,4
9145,4
674,0
47220,1
33678,1
38997,1
15519,2
8009,0
19337,1
46607,3
31622,3
29310,1
54178,0
35856,4
4821,0
2170,3
41248,1
51583,4
21352,4
53135,1
48751,3
49080,4
7445,4
21576,0
33607,4
34970,3
43528,3
55853,3
5801,3
23954,3
35740,3
39757,4
20341,1
50376,2
4001,3
40907,4
3207,2
8494,4
39964,1
105,3
13003,0
15128,4
780,4
41036,4
29929,3
16286,3
50332,0
31925,4
43043,0
17868,3
49133,2
46109,1
14860,2
41438,2
28116,0
26386,4
48275,0
58343,2
24908,2
1940,4
44598,4
15590,1
45836,2
13020,4
24203,0
29626,0
22379,4
1080,4
48366,4
40782,1
48980,2
11232,4
57066,2
20204,2
52691,0
25032,4
26004,1
34323,1
51932,0
17379,1
7865,2
28583,0
56822,3
11915,3
33230,2
42056,1
27013,3
22145,0
33564,2
56468,3
36157,4
17895,1
40524,3
22310,0
50344,0
5187,4
44035,2
54735,0
20807,4
21278,4
33818,3
56281,1
12757,3
38949,2
51126,0
27456,3
23078,3
37346,3
5893,3
9553,4
36287,1
48987,3
16318,4
17912,1
32685,3
38744,4
1224,3
48398,3
1393,4
47931,3
38737,2
37951,3
7361,3
19893,3
55238,3
10834,0
32650,4
33894,4
40179,3
7751,0
40992,3
36966,3
16780,2
13479,0
26234,4
51715,0
58236,3
27562,3
47024,1
44771,4
12844,2
39213,1
10627,4
16598,4
20702,1
37382,1
37538,3
28447,4
43865,4
1497,2
43741,3
14847,3
33852,0
37186,3
36487,4
50116,1
48437,3
15356,2
1593,3
4545,4
1377,0
95,2
26136,2
53507,3
55758,1
28569,3
37137,3
45571,0
29346,4
24310,0
46742,3
10734,2
32546,3
2204,3
10067,1
49781,3
6236,1
23799,3
19029,3
18773,3
21892,3
52534,2
31257,0
29028,0
53709,3
8891,4
13196,3
47365,0
48462,4
34697,4
58032,4
45459,3
4513,4
54329,2
54879,0
7071,3
29943,3
19978,4
55829,0
35586,3
13981,4
36015,3
33158,0
52979,4
55155,3
20027,0
4470,0
7897,2
51290,0
21465,3
43437,0
46179,1
46757,3
23853,1
57741,4
8691,4
38557,0
49326,3
30986,1
50377,3
3772,3
31730,4
39035,4
5982,4
42111,0
47724,3
19523,4
1226,1
7063,4
11161,2
32429,0
5802,4
50165,4
11889,4
20194,4
36580,4
19687,4
7950,2
54328,4
47323,0
38532,3
1464,0
31414,2
51704,1
55706,3
23980,4
58239,3
24030,3
34699,2
38179,3
24688,4
14238,4
57976,0
16617,4
22850,1
1863,0
45035,2
19064,0
38539,1
7980,2
56161,2
18295,0
36819,2
41670,3
45954,3
7120,0
17986,4
23717,0
53634,4
24522,3
13662,3
43307,4
48988,0
13911,3
45002,3
49589,0
51168,3
17524,3
30144,2
20114,3
8019,4
35333,4
30045,1
54869,4
1956,3
1099,3
35049,3
49123,4
16252,4
22171,3
57614,0
28667,2
27484,0
55901,4
47251,1
47566,3
3517,4
37030,0
18074,3
39273,4
35636,4
12116,0
21467,3
35979,3
58453,2
50854,1
53292,3
50057,3
2984,1
650,4
31854,0
43410,0
25510,3
4907,2
13780,2
21038,4
50890,2
19466,3
3885,0
31086,4
14594,4
35623,1
40133,4
18646,0
18772,2
35405,0
4179,0
24442,2
32034,0
45041,1
23157,2
7636,2
8160,4
22252,4
4132,4
50194,0
14257,4
29686,3
12333,2
3078,3
11992,2
57291,0
26932,0
47349,3
39159,4
508,1
42137,3
14974,3
37075,2
14558,3
33008,3
16615,3
23997,2
25897,1
24432,3
21267,1
30935,0
48365,2
7774,3
11728,2
32109,4
37478,3
55468,3
11807,4
27976,1
28423,2
51426,4
35521,0
30722,4
42206,4
16427,1
10569,3
13059,0
34731,1
48321,3
9515,2
58158,0
9306,3
40447,3
25761,4
38493,3
46237,3
55192,0
5209,3
53075,0
48672,3
2967,4
56724,4
1938,4
54335,3
58395,2
42417,0
54061,4
43393,0
14395,0
27339,4
19754,3
26061,3
13029,3
56980,3
26693,4
47871,0
30160,3
5581,2
57429,3
16031,4
38574,4
12840,3
18496,2
10865,4
40245,3
34112,4
51141,4
45057,3
32351,1
28584,4
6429,0
30116,2
51074,4
27695,4
21211,4
55220,3
4358,1
41048,4
9752,4
17670,1
51693,3
16450,1
51634,4
47842,4
1546,4
22099,0
42591,4
31726,3
52322,2
10969,4
28794,4
40546,3
45237,3
24759,4
46153,3
14388,4
56072,3
38624,4
34997,2
57171,1
22373,4
2896,2
52836,4
17114,3
1671,3
19084,3
48595,3
47196,1
21015,3
51386,0
18483,0
12790,4
41379,0
7861,4
5698,4
24497,1
35422,4
52356,4
39223,4
41383,4
29706,4
18749,0
8602,4
29200,0
17395,2
15096,3
25917,3
21919,3
32946,3
41041,3
16126,3
22180,1
31652,3
42641,3
46322,4
49306,3
57194,3
19817,4
25829,4
12273,2
21575,4
20040,0
29503,1
25202,0
25074,3
56873,2
52331,1
27529,3
6953,0
17935,0
9233,0
58370,3
22782,3
19562,4
51721,4
53713,3
31792,1
40598,3
38265,1
31977,2
43591,0
36330,0
10589,0
9765,2
10077,4
52713,4
53846,3
9336,4
22122,4
30516,4
27243,0
51775,3
26674,2
16309,1
52798,2
7852,1
49864,3
12680,3
48996,1
15393,3
23055,0
19103,2
25836,0
14097,0
15371,0
32986,0
45506,3
48706,3
29300,4
3248,1
9440,0
38609,2
10154,0
26009,4
8664,0
6225,0
38969,4
32519,3
2479,2
29004,4
52409,1
25007,1
14668,0
55811,2
5706,1
24477,3
7546,1
30105,3
2561,3
24138,4
13760,3
30981,3
9546,1
6960,0
39905,4
35313,4
36537,3
11492,0
9827,3
11420,0
55831,4
56194,1
31930,2
52818,3
18163,1
41600,4
20970,4
34341,0
38723,3
52476,3
3044,3
3807,1
34780,1
41441,4
49937,3
8302,0
2048,0
57076,3
7993,4
57387,4
18531,4
45229,0
36140,0
21262,4
45197,4
23854,0
10939,4
31149,3
48493,3
30449,0
57252,4
35453,3
11219,3
43454,4
40502,0
12693,2
26193,4
48260,3
40287,2
47338,4
53406,4
8212,3
7409,4
34048,0
34772,4
50419,2
12308,4
3404,4
54472,3
9347,1
43585,4
46036,3
58023,3
4743,2
25145,0
13677,0
40296,1
48016,3
10692,1
36359,4
4115,0
18442,4
22516,3
44589,1
45951,4
55454,4
8023,0
14775,3
1552,4
17729,4
51955,4
49059,4
48819,2
30831,3
3593,4
52306,3
5472,0
53194,3
53537,4
57664,3
56354,0
47425,0
39845,0
14380,0
45550,3
41305,3
4185,4
15196,3
18909,4
3943,0
55533,2
23117,4
25283,1
26838,0
44261,3
12161,2
15293,4
11307,4
36146,2
19927,4
27233,3
17086,0
13329,2
4845,4
9491,1
5043,1
29434,0
24798,3
7788,3
52370,1
12558,3
22212,3
284,0
15018,4
52091,3
25432,3
51155,4
12688,1
2147,1
36369,3
28280,3
47077,1
17255,4
37867,0
57288,3
46115,4
42690,0
25046,4
33006,1
156,4
800,0
44418,0
52358,3
11670,4
19897,1
49236,3
47630,0
36364,3
3061,1
57773,0
57656,4
51869,0
48410,3
27116,4
48130,3
10354,3
31289,0
15536,4
3660,0
33749,4
48195,4
9231,4
29874,4
44113,3
55695,4
28798,3
33548,4
56446,1
28362,2
13716,4
25191,3
9334,4
37,0
29496,3
53171,3
44059,4
18879,2
45658,3
36002,3
27313,1
3704,3
18354,3
2875,4
6601,1
37270,3
5595,3
9935,1
3647,2
8190,3
29976,0
53090,4
5014,4
32795,1
14733,3
12440,3
29332,3
54875,0
37654,4
42139,3
29353,0
49542,3
13584,3
50328,3
24112,3
1148,3
36878,4
32845,4
35112,0
12360,0
21000,1
56537,3
37129,2
19900,2
30242,4
5751,3
26900,3
39185,0
50191,2
54396,4
40655,3
56077,3
48599,3
7820,0
36474,1
19573,0
14515,4
6667,1
2712,4
8273,3
17227,3
28246,0
44277,3
29586,4
5083,3
20375,1
55705,3
37427,3
4522,1
40095,1
6770,0
15053,3
5807,3
18122,4
36163,0
40837,3
12967,3
18816,4
32069,2
57314,3
17077,4
33408,3
18636,3
54226,4
20020,4
2218,3
559,4
44554,3
18453,0
52518,1
31031,2
57611,4
30136,4
29184,4
32451,4
26964,3
36010,3
14851,0
6025,2
6454,3
29592,4
27850,3
5848,4
16781,0
29792,4
48190,3
37880,1
34607,0
28330,3
50109,4
16549,2
31851,3
41405,0
17543,4
54478,0
17220,1
48112,0
4551,4
13578,3
32302,4
25460,2
57697,0
31816,3
2421,0
19047,3
936,4
50885,4
38158,4
28,4
14776,1
9484,4
20014,4
30342,3
18578,3
654,3
28487,3
44731,4
25205,4
58070,0
41556,2
53453,4
51259,2
9160,3
32171,4
23767,3
17074,3
15454,4
11850,1
56330,0
49315,4
46018,3
8800,3
21833,0
56406,2
51010,4
27768,1
30252,3
8339,4
51158,3
12154,0
48650,3
23255,0
43664,0
16331,2
9252,2
43395,0
17837,4
13627,2
12764,3
7734,0
37718,0
34380,4
17725,3
51277,4
41001,3
4312,0
44295,3
45628,2
26002,0
47970,0
15642,3
46749,1
24790,3
6004,3
55724,1
22858,4
23673,4
13422,4
20209,4
7799,3
2153,0
5795,0
32,3
8473,3
34856,3
16560,3
27525,3
4949,3
54578,4
23491,0
36632,2
32853,4
24822,3
47423,3
48405,0
43351,4
23080,4
53000,3
12047,2
58130,2
17614,3
1857,3
32082,4
57275,3
15767,3
50214,3
16987,4
15798,3
18048,0
48089,3
7555,3
45415,1
881,3
6892,0
633,0
40050,3
33353,4
30338,3
57382,3
25462,1
1943,2
34264,1
39282,3
48745,0
57108,4
49684,3
9848,2
31900,4
37965,3
50865,3
12567,4
3283,4
38444,4
15091,3
4577,3
17302,2
57513,3
39671,0
14201,4
18592,2
27807,3
48882,4
1837,2
29085,2
50835,4
41018,3
51571,2
28656,3
51393,3
39672,3
15141,3
3949,1
24713,3
24445,4
55780,2
1728,4
4106,4
9800,4
49346,3
23317,3
261,0
2374,3
37738,4
45614,2
47538,0
29023,3
6831,3
14366,0
36714,4
22243,3
6602,4
3739,1
26328,1
21934,2
23936,0
29358,0
17510,4
43072,1
8462,3
3753,2
6949,1
51,2
18912,4
8492,4
25567,0
5998,4
31601,0
27235,4
1727,3
20080,1
54755,4
52142,0
4239,3
12618,1
2541,0
46272,1
58488,4
7703,3
51547,2
17644,0
30538,1
57343,4
46565,4
48229,0
9549,4
767,1
28725,1
4354,3
11140,2
18713,0
16430,4
2306,4
13072,3
13495,3
26222,1
19959,3
14024,3
14013,0
30547,4
10014,2
11087,4
39979,4
31199,1
10307,3
11876,4
53368,0
41455,1
660,1
56727,4
29567,4
18618,4
46250,1
10437,2
57865,1
207,0
38811,4
39868,3
35913,3
36759,2
37450,3
16942,0
31897,3
45811,3
40174,1
41854,3
45726,3
12565,3
16259,3
41513,0
41118,0
25535,3
5871,4
33860,3
7978,0
9672,4
23330,3
2978,1
39926,1
52135,2
52948,1
19550,1
2898,2
56583,3
10379,3
44807,4
36105,0
49753,2
25950,3
17383,4
15917,1
12758,3
31549,0
27450,2
48655,0
56270,2
56896,0
49257,1
18587,4
25914,4
37057,1
25976,1
31459,4
31466,3
15926,4
44300,3
56332,0
19166,3
57281,3
16119,2
7399,0
28531,3
8184,0
2396,3
21909,3
11004,1
17116,1
39635,4
7644,2
10357,3
34009,2
54174,3
48728,3
6665,3
43864,0
10811,3
30052,4
17813,4
33767,0
13773,0
32194,3
16358,1
47990,3
42485,0
11966,0
33081,1
42557,4
8100,2
13844,0
40449,4
11449,0
26150,3
33643,4
41008,3
6599,3
42821,3
31452,3
1813,4
53373,2
21024,4
43578,3
31455,1
34738,3
34728,0
57738,1
1963,0
18761,0
25189,3
47439,3
28512,2
50007,4
13901,0
7671,4
33617,2
7887,3
51496,2
3603,4
12160,4
25498,3
8887,0
6009,2
16727,3
34086,3
29025,4
9947,1
51629,1
34494,1
48369,3
11008,3
15378,1
42116,3
26417,2
43872,4
55158,3
53907,2
33076,1
22957,2
37803,0
1334,3
27386,3
9525,3
12081,1
7894,2
50666,4
27119,0
57459,3
19589,3
14442,4
30689,3
15358,3
46566,3
55232,4
35541,4
38366,3
27820,4
56244,2
40353,0
16319,4
18627,0
4793,2
32803,2
12486,3
13393,3
6179,0
7088,4
6423,4
39342,4
8750,0
39820,4
35134,0
33915,0
55815,3
47195,4
5390,4
55784,0
6361,0
21375,1
15913,4
35206,3
45398,3
7925,2
37218,3
14435,3
50141,2
11593,3
45017,0
56815,4
25328,3
13211,3
11386,1
14543,3
6777,4
24176,4
52734,2
10782,1
38423,0
18467,4
13909,3
20513,0
34958,3
35006,4
24745,3
192,3
27602,3
36263,4
31933,0
15162,4
8258,2
58397,3
18004,1
12566,3
3964,2
32133,3
42676,1
9893,2
27554,0
25495,2
46451,1
13815,4
30476,3
51023,0
44695,2
32239,3
55929,1
36642,3
16069,3
8087,3
56076,0
14174,4
8573,4
48393,4
35931,4
5087,4
52783,3
48619,1
36639,4
29934,1
35668,3
10280,3
15840,4
4575,0
4727,3
23943,4
23832,4
44240,4
8896,3
57197,4
20346,1
277,3
29336,4
21642,1
20782,4
38190,3
42813,0
21591,4
8565,3
52707,3
8910,4
32757,1
55469,4
39916,4
5121,4
41144,3
1317,3
32762,3
22882,1
58248,1
57016,3
17085,4
33470,4
15862,2
42742,3
58593,4
43470,3
7605,3
26212,2
35762,4
14479,3
12726,3
12069,0
57457,3
2413,2
17742,3
19071,4
37750,2
6915,4
47741,1
38895,4
7176,4
33925,4
17887,4
28187,0
32112,2
27703,0
6586,3
15960,1
43040,3
9339,3
43147,4
56420,4
48561,3
55980,4
1719,4
24865,3
18402,1
21151,4
28600,3
6173,0
25428,3
26955,0
39095,3
20047,3
54694,0
42300,3
50862,4
45405,4
26320,3
45616,1
28636,4
17138,4
15815,1
47899,0
24249,3
25094,3
24329,4
33393,1
23399,3
4701,3
