,person_age,person_income,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,home_own,home_mortgage
24636,29,30000,0.0,0.31837825526225194,10000,12.53,0.33,0,8,0,0
16360,24,72000,7.0,0.08069432625986454,5000,11.36,0.07,0,4,0,1
39941,27,40000,0.0,-0.2362778376648724,5000,6.99,0.13,0,8,0,1
51303,24,40000,8.0,-0.26697081618436225,5000,11.99,0.13,0,2,0,0
48002,27,76300,0.0,0.31837825526225194,14400,13.79,0.19,1,9,0,1
25617,22,44000,2.0,0.4841067276764486,8000,10.36,0.18,0,2,0,0
24662,22,53000,1.0,0.31837825526225194,6800,8.49,0.13,0,2,0,0
16235,30,45000,5.0,-0.26697081618436225,10000,6.03,0.22,0,7,0,0
6392,25,62500,9.0,-0.34124694318944354,4000,7.66,0.06,0,2,0,1
49688,22,40000,1.0,0.31837825526225194,10000,13.22,0.25,1,3,0,0
29914,22,35000,2.0,-0.34124694318944354,7000,11.11,0.19,0,3,0,0
34647,25,66300,1.0,-0.26697081618436225,9000,13.49,0.14,0,3,0,1
55899,21,35000,5.0,-0.26697081618436225,7200,5.79,0.21,0,3,0,1
9308,26,90000,10.0,-0.2362778376648724,5000,7.14,0.06,0,3,0,1
33287,27,80000,7.0,0.31837825526225194,7000,10.65,0.09,0,5,0,0
5787,29,36000,3.0,0.4841067276764486,8000,9.88,0.22,0,10,0,0
21449,35,35000,1.0,-0.34124694318944354,11400,11.49,0.32,0,6,0,0
18877,22,60000,2.0,-0.26697081618436225,5600,11.86,0.09,0,2,1,0
45725,35,40000,12.0,-0.26697081618436225,10000,13.16,0.25,1,5,0,0
9842,26,57504,2.0,-0.26697081618436225,3000,5.42,0.05,0,4,0,0
17732,32,75000,6.0,0.08069432625986454,6000,7.49,0.08,0,8,0,1
49556,28,72000,12.0,-0.2362778376648724,6000,10.99,0.08,0,9,0,1
44008,28,45000,0.0,0.08069432625986454,10000,13.98,0.22,0,9,0,0
12711,32,48000,5.0,0.08069432625986454,10000,7.14,0.21,0,10,0,0
44969,28,72000,12.0,0.08069432625986454,6000,7.14,0.08,0,7,0,1
29689,25,25000,2.0,0.4841067276764486,5000,13.11,0.2,1,3,0,0
47479,22,63000,5.0,0.08069432625986454,5500,5.42,0.09,0,3,0,1
41029,27,35000,0.0,-0.26697081618436225,5000,13.49,0.14,1,5,0,0
10752,31,30000,5.0,0.08069432625986454,8500,10.75,0.28,0,10,0,0
17225,25,65000,1.0,-0.2362778376648724,7000,11.36,0.11,0,2,0,0
30068,25,35000,5.0,0.31837825526225194,5000,11.86,0.14,0,3,0,0
23919,22,60000,3.0,-0.34124694318944354,7000,12.53,0.12,1,4,0,0
37757,23,78000,4.0,-0.34124694318944354,10000,12.61,0.13,1,2,0,1
31663,28,44000,6.0,-0.2362778376648724,11000,7.51,0.25,0,5,0,1
28161,22,48000,3.0,-0.34124694318944354,2800,10.65,0.06,0,3,0,0
26837,25,54000,9.0,-0.2362778376648724,20000,9.25,0.37,0,2,0,1
46368,24,58800,3.0,-0.34124694318944354,5000,6.62,0.09,0,2,0,0
47603,29,54000,2.0,-0.34124694318944354,3000,15.05,0.06,0,7,0,0
40747,27,33600,1.0,-0.26697081618436225,4000,11.86,0.12,0,8,0,0
37342,28,100000,12.0,-0.2362778376648724,12000,7.88,0.12,0,6,0,0
5046,21,12000,0.0,-0.26697081618436225,5000,13.06,0.41,1,4,1,0
9488,38,120000,9.0,0.08069432625986454,1000,7.68,0.08,0,17,0,1
15326,46,35328,14.0,0.4841067276764486,10000,8.0,0.03,0,16,0,1
2222,25,120000,3.0,0.4841067276764486,6000,6.92,0.05,0,4,0,1
25308,22,54000,7.0,0.4841067276764486,7500,11.36,0.14,0,3,0,1
5165,24,80000,5.0,-0.2362778376648724,12000,5.42,0.15,0,4,0,0
57413,27,48000,1.0,-0.26697081618436225,14000,8.94,0.29,0,8,0,0
5512,24,15000,1.0,-0.34124694318944354,3000,12.84,0.2,1,2,0,0
56271,32,61500,6.0,0.4841067276764486,17500,16.32,0.29,1,8,1,0
17343,26,65000,10.0,0.4841067276764486,10000,16.0,0.15,0,3,0,1
835,22,28800,2.0,0.4841067276764486,2500,10.99,0.09,0,3,0,0
22766,22,35100,0.0,0.31837825526225194,2400,10.65,0.07,0,2,0,0
35714,25,180000,2.0,-0.2362778376648724,6000,11.48,0.03,0,4,0,1
4870,22,60000,7.0,0.4841067276764486,2500,10.99,0.04,0,3,0,1
5148,23,36000,0.0,0.4841067276764486,2600,7.49,0.07,0,3,0,1
11662,28,51000,2.0,0.31837825526225194,6000,5.42,0.12,0,5,1,0
47508,25,42000,3.0,-0.26697081618436225,6500,7.29,0.15,0,2,0,1
10356,34,42000,4.0,-0.26697081618436225,5000,15.96,0.12,0,6,0,0
25438,22,60000,5.0,-0.34124694318944354,3500,10.99,0.06,0,2,0,0
36115,30,56400,3.0,0.31837825526225194,3000,14.96,0.05,1,7,0,0
17106,23,74000,2.0,-0.26697081618436225,25000,17.9,0.34,1,2,1,0
3650,29,110000,0.0,0.08069432625986454,16000,12.42,0.15,0,9,1,0
21495,30,70000,3.0,-0.2362778376648724,3600,6.03,0.05,0,6,0,0
56409,27,70000,6.0,0.4841067276764486,10000,5.42,0.14,0,9,0,1
57346,27,27600,0.0,-0.34124694318944354,7500,10.59,0.27,0,8,0,0
33259,25,80000,9.0,-0.26697081618436225,3000,7.49,0.04,1,2,0,1
18707,32,80000,16.0,0.08069432625986454,12000,6.62,0.15,0,8,0,1
35140,40,49000,4.0,-0.2362778376648724,2000,18.3,0.04,1,14,0,0
4944,22,60000,5.0,0.31837825526225194,4000,9.62,0.07,0,3,0,1
51880,29,42000,5.0,-0.26697081618436225,7500,10.99,0.18,0,9,0,0
49869,35,30000,4.0,0.4841067276764486,6400,7.49,0.21,0,8,1,0
28401,22,85000,6.0,0.31837825526225194,16000,10.99,0.19,0,4,0,1
49042,21,66000,5.0,-0.34124694318944354,7000,9.91,0.11,0,3,0,1
3356,23,60000,7.0,0.08069432625986454,8000,7.29,0.13,0,2,0,1
51248,26,40000,3.0,0.31837825526225194,3000,11.49,0.07,0,2,0,0
44977,23,100000,3.0,0.31837825526225194,8000,8.49,0.08,0,4,0,1
31395,23,140000,3.0,0.4841067276764486,7000,7.9,0.05,0,2,0,0
31190,26,126132,0.0,-0.2362778376648724,14400,14.26,0.11,1,4,0,1
54474,33,50000,5.0,-0.26697081618436225,10000,9.99,0.2,0,5,0,0
39157,30,32000,1.0,-0.26697081618436225,3100,13.49,0.1,0,9,0,0
39419,22,82000,2.0,0.08069432625986454,6000,11.99,0.07,0,4,0,1
2737,28,48000,1.0,0.08069432625986454,8000,10.25,0.17,0,7,0,1
16721,28,30000,1.0,-0.34124694318944354,12000,7.88,0.4,0,7,0,0
15478,22,96000,2.0,0.08069432625986454,20000,10.99,0.21,0,3,0,1
3170,26,40000,7.0,0.4841067276764486,11200,7.88,0.28,0,3,0,1
55082,30,80000,5.0,-0.2362778376648724,12000,7.51,0.15,0,10,0,0
39711,29,45608,0.0,0.31837825526225194,12000,8.94,0.27,0,7,0,0
6656,40,60000,0.0,-0.34124694318944354,6000,10.65,0.1,0,14,0,0
8138,25,33990,5.0,-0.34124694318944354,1000,8.59,0.03,0,3,0,1
11042,28,140000,12.0,0.08069432625986454,7400,6.03,0.05,0,7,0,1
9562,22,31200,6.0,0.4841067276764486,6000,7.14,0.19,0,2,0,1
33624,34,115000,18.0,-0.34124694318944354,2850,5.42,0.02,0,7,0,1
18278,54,100000,12.0,0.31837825526225194,11000,14.65,0.11,1,26,0,0
39723,22,45000,0.0,0.4841067276764486,7000,11.83,0.16,0,4,0,1
2846,23,80000,5.0,0.31837825526225194,25000,7.9,0.31,0,3,0,0
37032,26,75852,0.0,-0.34124694318944354,4000,9.32,0.05,0,4,0,1
48800,22,69000,2.0,0.31837825526225194,6000,14.84,0.09,1,4,0,0
31042,24,60000,8.0,-0.34124694318944354,4500,7.88,0.07,0,3,0,1
19645,22,25000,0.0,0.31837825526225194,2050,11.86,0.08,0,2,0,0
48789,31,72000,5.0,-0.34124694318944354,7000,11.86,0.1,0,9,0,1
35626,38,58000,4.0,0.31837825526225194,6000,7.51,0.1,0,12,0,1
44400,23,92000,2.0,0.4841067276764486,10000,7.88,0.11,0,2,0,1
16828,31,33267,3.0,0.4841067276764486,8400,7.88,0.25,0,6,0,1
31818,38,87000,7.0,-0.34124694318944354,25000,10.99,0.29,0,12,0,1
22980,26,30000,3.0,0.08069432625986454,12000,11.71,0.4,0,3,0,0
40685,35,74000,15.0,0.31837825526225194,15000,12.68,0.2,0,5,0,0
54000,25,25000,1.0,0.08069432625986454,3000,13.49,0.12,0,2,0,0
30349,24,80400,5.0,0.08069432625986454,8000,11.99,0.1,0,3,0,1
25823,43,48956,0.0,-0.26697081618436225,2800,10.37,0.06,0,14,0,0
861,31,48000,5.0,0.4841067276764486,1000,11.99,0.02,0,10,0,1
56505,31,60000,2.0,-0.34124694318944354,10000,7.51,0.17,0,5,0,1
28940,22,42000,1.0,0.31837825526225194,6000,13.49,0.14,0,4,0,0
24106,34,75000,2.0,0.08069432625986454,18000,10.99,0.25,0,8,0,0
38335,28,62400,12.0,0.31837825526225194,15000,13.92,0.24,0,7,0,1
52524,33,180000,2.0,-0.26697081618436225,20000,12.09,0.11,1,8,0,1
7832,24,39000,3.0,-0.2362778376648724,20000,11.36,0.51,0,3,0,0
32975,36,96000,16.0,-0.34124694318944354,10000,7.29,0.1,0,14,0,1
12179,24,33000,7.0,0.08069432625986454,9800,15.96,0.3,0,2,0,1
58575,31,83000,3.0,0.31837825526225194,18000,10.65,0.22,0,10,0,0
51513,22,55000,0.0,0.31837825526225194,10000,11.48,0.18,0,3,0,0
28716,26,35000,6.0,0.08069432625986454,5500,7.74,0.15,0,3,0,0
12129,22,55560,3.0,0.4841067276764486,6000,14.26,0.11,1,3,0,0
23431,22,78000,7.0,-0.34124694318944354,21000,16.35,0.27,0,4,0,0
38152,29,40000,2.0,-0.26697081618436225,1400,5.99,0.04,0,8,0,1
41908,21,93000,5.0,0.4841067276764486,12000,7.51,0.13,0,4,0,1
22672,28,59004,0.0,-0.34124694318944354,5000,15.7,0.08,0,7,0,0
32405,22,40000,6.0,0.31837825526225194,5000,6.92,0.13,0,3,0,1
50106,35,47004,5.0,-0.26697081618436225,3000,10.36,0.06,0,10,0,0
1730,41,40000,4.0,0.4841067276764486,7000,13.49,0.17,0,14,0,0
30309,22,24000,3.0,-0.34124694318944354,9600,15.62,0.04,0,3,0,0
14996,27,78000,1.0,0.4841067276764486,20000,13.57,0.26,1,10,0,0
57549,28,140000,11.0,-0.2362778376648724,5000,9.32,0.04,0,5,0,1
37295,28,74000,1.0,0.4841067276764486,10000,13.22,0.14,0,5,0,0
29677,30,48000,8.0,0.4841067276764486,11000,9.91,0.23,0,7,0,1
24242,37,58000,2.0,0.31837825526225194,12000,13.16,0.21,0,13,0,0
22533,25,42000,9.0,0.08069432625986454,10000,10.95,0.24,0,4,0,1
11546,25,43200,2.0,-0.26697081618436225,13000,11.11,0.3,0,2,0,0
46626,36,120000,16.0,-0.2362778376648724,5000,7.14,0.04,0,16,0,1
22919,29,55000,6.0,0.08069432625986454,5400,16.89,0.1,1,7,0,1
14833,21,30000,2.0,0.4841067276764486,5000,11.12,0.17,0,3,0,0
17733,24,45000,8.0,-0.2362778376648724,5500,7.51,0.12,0,4,0,1
32515,23,49000,7.0,0.4841067276764486,6000,10.37,0.12,0,4,0,1
24395,33,94500,10.0,-0.2362778376648724,14400,5.42,0.16,0,9,0,1
43008,31,24000,0.0,0.4841067276764486,2000,11.36,0.08,0,10,1,0
51476,30,29000,0.0,-0.26697081618436225,5000,15.33,0.17,1,8,0,0
11838,27,25500,1.0,0.08069432625986454,1800,13.85,0.07,1,6,0,0
25549,22,40000,5.0,0.4841067276764486,1500,10.99,0.04,0,2,0,1
48947,23,60000,7.0,-0.34124694318944354,3600,7.49,0.06,0,3,0,1
29140,24,95000,4.0,0.4841067276764486,17000,16.29,0.18,1,2,0,0
26682,26,47000,6.0,0.08069432625986454,5200,10.74,0.11,0,2,0,1
8839,23,130000,7.0,0.31837825526225194,10000,7.49,0.08,0,2,0,1
23335,28,70000,5.0,-0.26697081618436225,8000,7.88,0.11,0,9,0,1
57147,26,125000,10.0,-0.26697081618436225,10000,7.51,0.08,0,3,0,1
39355,21,50000,3.0,0.08069432625986454,5000,7.49,0.1,0,4,0,1
37177,22,34000,6.0,0.4841067276764486,5000,5.42,0.15,0,3,0,0
54135,25,90000,9.0,0.08069432625986454,6000,7.49,0.07,0,2,0,0
4452,23,60000,6.0,0.4841067276764486,5600,11.58,0.09,0,3,0,1
1687,23,75000,2.0,0.4841067276764486,7125,7.51,0.1,0,4,0,1
42611,28,40000,12.0,-0.26697081618436225,6400,9.32,0.16,0,9,0,0
47745,27,60000,2.0,-0.26697081618436225,15000,13.49,0.25,1,10,0,0
42849,27,65000,11.0,-0.2362778376648724,12000,8.9,0.18,0,6,1,0
42766,28,44004,2.0,0.08069432625986454,6000,14.27,0.14,0,7,0,0
14589,25,72000,4.0,-0.26697081618436225,20000,12.69,0.28,0,2,0,1
23375,24,55000,0.0,0.08069432625986454,4000,7.88,0.07,0,2,0,0
57857,23,36000,2.0,-0.26697081618436225,4500,11.11,0.13,0,2,0,0
6216,31,60000,7.0,-0.26697081618436225,6000,13.61,0.1,0,5,0,0
7752,33,47000,17.0,0.08069432625986454,5000,7.14,0.11,0,7,0,0
45949,31,50000,9.0,-0.2362778376648724,14000,7.66,0.28,0,6,0,0
11672,37,90000,3.0,0.08069432625986454,6000,6.92,0.07,0,15,0,1
10618,22,36000,6.0,-0.34124694318944354,4000,11.83,0.11,0,4,0,0
38166,27,65000,2.0,0.4841067276764486,3000,11.71,0.05,0,10,0,0
32419,29,65000,13.0,-0.2362778376648724,17600,10.74,0.26,0,10,0,0
23809,22,90000,2.0,0.31837825526225194,10000,11.86,0.11,0,2,0,1
19285,30,50000,2.0,-0.2362778376648724,3000,14.79,0.06,0,8,1,0
9984,21,56000,5.0,0.31837825526225194,9000,11.49,0.16,0,4,0,0
6723,25,70000,3.0,-0.34124694318944354,12000,5.79,0.17,0,2,0,1
9734,29,60000,4.0,0.4841067276764486,20000,11.71,0.33,0,7,0,1
17289,28,30000,6.0,-0.26697081618436225,2400,15.33,0.08,0,10,0,1
33553,27,60000,3.0,-0.34124694318944354,5000,13.49,0.08,0,7,0,1
11866,31,24000,1.0,-0.26697081618436225,5000,15.31,0.21,1,5,0,0
56709,24,62400,1.0,-0.2362778376648724,9600,9.88,0.15,0,4,0,0
24423,24,58000,1.0,0.4841067276764486,1600,12.98,0.03,1,4,0,0
12696,22,50000,3.0,0.4841067276764486,10400,10.0,0.21,0,4,0,1
6856,22,43000,6.0,0.31837825526225194,15000,12.87,0.35,0,2,0,0
39989,23,69000,7.0,-0.34124694318944354,7000,7.14,0.1,0,4,0,1
41044,23,80000,7.0,0.31837825526225194,12000,7.51,0.15,0,2,0,1
24858,25,75000,6.0,-0.34124694318944354,10000,7.51,0.13,0,2,0,0
38225,31,100995,6.0,-0.34124694318944354,16000,7.51,0.16,0,6,0,1
1320,23,98000,1.0,0.31837825526225194,20000,16.4,0.2,0,2,0,0
42916,26,120000,0.0,-0.2362778376648724,7200,9.99,0.06,0,2,0,1
1576,28,32004,0.0,0.4841067276764486,9600,13.49,0.31,1,5,0,0
32565,25,60000,3.0,0.31837825526225194,3000,6.99,0.05,0,2,0,0
21615,26,75000,0.0,-0.2362778376648724,20000,6.91,0.27,0,4,0,0
3067,21,38004,5.0,0.31837825526225194,3000,10.75,0.08,0,2,0,0
6310,32,95000,9.0,-0.34124694318944354,15000,16.49,0.16,1,9,0,1
55847,26,42000,3.0,-0.34124694318944354,6000,14.61,0.14,1,4,0,1
31074,23,48000,0.0,-0.26697081618436225,5000,10.59,0.1,0,4,0,0
23393,28,35000,12.0,-0.2362778376648724,4800,5.42,0.14,0,8,0,1
17141,23,78000,5.0,0.4841067276764486,6000,15.62,0.08,0,4,0,1
24465,23,75000,3.0,0.4841067276764486,16100,11.49,0.21,0,4,0,1
19212,25,40000,3.0,0.4841067276764486,10000,6.62,0.25,0,3,0,0
29972,23,80000,0.0,0.4841067276764486,10000,6.62,0.13,0,3,0,0
47785,31,45000,5.0,0.31837825526225194,7500,5.42,0.17,0,6,0,0
50850,27,40000,11.0,0.4841067276764486,10000,10.95,0.25,0,9,0,1
8531,30,80000,2.0,-0.2362778376648724,16000,11.12,0.19,0,8,0,1
9213,23,65000,1.0,0.31837825526225194,18000,11.89,0.28,0,2,0,0
51970,36,130000,3.0,0.31837825526225194,25000,10.75,0.19,0,15,0,1
45938,27,75000,11.0,-0.2362778376648724,10000,7.88,0.13,0,7,0,0
12108,24,53000,8.0,0.4841067276764486,3825,5.42,0.08,0,3,0,1
7030,28,90000,12.0,0.31837825526225194,16800,5.99,0.18,0,8,0,1
9600,24,39000,1.0,0.4841067276764486,9600,13.79,0.25,0,4,0,0
5936,27,65000,1.0,-0.34124694318944354,3000,13.49,0.05,0,6,0,0
4093,30,60000,3.0,-0.26697081618436225,4000,9.99,0.07,0,5,0,0
47730,21,39900,0.0,0.31837825526225194,12000,7.9,0.3,0,3,0,0
18968,36,40000,2.0,0.4841067276764486,4500,10.99,0.11,0,13,0,0
18534,36,55000,2.0,0.4841067276764486,12000,11.97,0.22,1,14,1,0
34547,24,70550,8.0,-0.26697081618436225,7500,16.77,0.09,0,3,0,1
57898,26,85000,10.0,0.4841067276764486,25000,10.59,0.29,0,2,0,1
29871,27,35000,3.0,0.31837825526225194,10000,7.66,0.29,0,9,1,0
39080,26,50000,10.0,0.08069432625986454,16000,13.85,0.32,0,3,0,0
8769,23,60000,1.0,-0.26697081618436225,4000,10.99,0.07,0,2,0,0
48222,25,52000,0.0,-0.34124694318944354,2400,8.9,0.05,0,2,0,0
50889,30,75000,3.0,0.4841067276764486,5600,6.99,0.07,0,6,0,1
39552,23,57000,1.0,0.08069432625986454,3000,5.42,0.05,0,4,0,1
40117,22,54000,0.0,0.08069432625986454,4000,11.11,0.07,0,4,0,0
31758,23,62000,4.0,-0.26697081618436225,7200,8.32,0.12,0,2,0,0
49481,31,65000,15.0,0.31837825526225194,5500,13.99,0.08,1,5,0,1
35157,27,30000,4.0,0.08069432625986454,3200,6.17,0.11,0,10,0,1
18652,30,45000,3.0,0.31837825526225194,9200,6.03,0.2,0,10,0,1
39444,22,67350,6.0,0.31837825526225194,9600,14.96,0.14,0,4,0,0
1828,29,150000,2.0,0.31837825526225194,6000,8.49,0.04,0,8,0,1
4746,23,200000,0.0,0.4841067276764486,8000,15.23,0.04,0,3,0,1
16699,40,27600,16.0,0.4841067276764486,3000,14.27,0.11,0,17,1,0
43336,22,57770,7.0,0.4841067276764486,3500,11.99,0.06,0,3,0,0
27310,31,30000,5.0,0.31837825526225194,7500,11.99,0.25,0,7,0,0
30263,25,24000,4.0,-0.26697081618436225,2000,15.65,0.08,1,2,1,0
16275,24,96000,5.0,0.08069432625986454,8000,10.37,0.08,0,4,0,1
56122,29,44000,9.0,0.4841067276764486,5000,10.71,0.11,0,6,0,0
21415,25,150000,9.0,0.08069432625986454,25000,11.12,0.17,0,2,0,1
26935,24,24000,0.0,-0.26697081618436225,9250,14.75,0.39,0,2,0,0
39774,27,62400,7.0,0.4841067276764486,12500,14.26,0.2,0,5,0,0
25497,36,58000,2.0,-0.26697081618436225,15000,13.85,0.26,0,14,0,1
35191,46,90000,12.0,-0.26697081618436225,5500,8.0,0.06,0,16,1,0
58003,23,65000,3.0,-0.26697081618436225,7000,5.99,0.11,0,3,0,0
38119,24,200000,5.0,-0.34124694318944354,24000,11.71,0.12,0,2,0,1
1182,24,109000,3.0,0.08069432625986454,15000,10.59,0.14,0,2,0,1
28575,30,90000,14.0,-0.26697081618436225,5000,15.27,0.06,0,6,1,0
45480,23,120000,7.0,0.31837825526225194,12000,7.51,0.1,0,3,0,1
15988,23,60000,1.0,0.08069432625986454,5125,11.71,0.09,0,4,0,1
11709,24,90000,8.0,0.4841067276764486,10000,9.91,0.11,0,2,0,1
22482,27,44000,3.0,-0.34124694318944354,15000,10.99,0.34,0,5,0,1
55214,24,40000,4.0,0.4841067276764486,10000,7.88,0.25,0,2,0,0
18786,28,59004,1.0,-0.34124694318944354,24250,11.49,0.41,0,6,0,0
11991,25,122000,4.0,0.08069432625986454,12000,7.66,0.1,0,2,0,1
10620,28,50000,4.0,0.4841067276764486,10000,6.91,0.2,0,8,0,1
960,36,60000,0.0,0.31837825526225194,19200,10.99,0.31,0,14,0,0
31156,23,84000,7.0,-0.34124694318944354,20000,12.53,0.24,0,3,0,0
33977,22,52000,6.0,0.4841067276764486,4000,7.88,0.08,0,2,0,1
36060,23,36000,0.0,0.31837825526225194,10000,7.14,0.28,0,4,0,0
6660,33,50000,5.0,-0.34124694318944354,8000,11.49,0.16,0,7,0,1
29469,22,110004,6.0,0.31837825526225194,15000,11.58,0.14,0,4,0,1
24447,32,72000,3.0,-0.26697081618436225,10000,8.49,0.14,0,7,0,0
25635,24,50000,3.0,0.08069432625986454,12000,7.9,0.24,0,3,0,1
2455,24,42000,8.0,-0.34124694318944354,8000,10.65,0.19,0,4,0,0
52348,24,42000,2.0,0.08069432625986454,7200,8.59,0.17,0,4,0,0
28269,24,60000,8.0,-0.26697081618436225,5000,11.71,0.08,0,4,0,0
43384,25,29000,4.0,-0.26697081618436225,5000,13.98,0.17,1,4,0,0
42003,28,70000,11.0,0.4841067276764486,5000,7.51,0.07,0,7,0,1
43895,29,50000,4.0,0.08069432625986454,10000,10.95,0.2,0,5,0,0
19841,50,56100,15.0,-0.26697081618436225,6000,13.67,0.09,0,13,0,1
5513,27,36000,7.0,-0.26697081618436225,5300,10.99,0.15,0,9,1,0
9719,31,56888,10.0,0.31837825526225194,14000,13.11,0.24,0,6,0,1
9023,32,59000,6.0,-0.2362778376648724,10000,7.51,0.17,0,5,0,1
31533,29,33600,5.0,-0.2362778376648724,5000,6.99,0.15,0,5,0,0
45849,35,120000,4.0,-0.26697081618436225,12500,11.49,0.1,0,10,0,1
36879,22,50000,3.0,-0.34124694318944354,10000,14.27,0.2,1,2,0,0
53999,35,94000,5.0,0.4841067276764486,10000,17.19,0.11,1,9,0,1
8381,24,70000,8.0,0.08069432625986454,20000,13.98,0.29,1,2,0,0
40252,34,35000,2.0,-0.26697081618436225,2500,7.14,0.07,0,6,0,0
57306,23,130992,7.0,0.31837825526225194,6000,8.49,0.05,0,4,0,1
30643,33,40000,3.0,0.4841067276764486,9000,5.42,0.23,0,9,0,0
33376,28,75000,3.0,-0.2362778376648724,12000,13.49,0.16,1,9,0,0
48225,21,57000,5.0,0.4841067276764486,15000,7.9,0.26,0,2,1,0
40686,31,77300,3.0,-0.2362778376648724,2500,10.62,0.03,0,7,0,0
13983,22,65000,4.0,0.31837825526225194,10000,6.03,0.15,0,4,0,1
51338,22,30000,2.0,0.31837825526225194,6000,7.9,0.2,0,3,0,0
46728,33,33000,4.0,0.4841067276764486,1000,13.99,0.03,0,5,0,0
18321,30,30000,2.0,-0.34124694318944354,3000,12.42,0.1,0,6,0,0
41617,27,90000,11.0,0.31837825526225194,12000,8.94,0.13,0,5,0,1
10461,29,75000,3.0,0.4841067276764486,10000,11.99,0.13,0,7,0,1
4116,23,42000,7.0,0.4841067276764486,2000,11.49,0.05,0,4,1,0
32838,37,140004,8.0,-0.2362778376648724,12000,7.88,0.08,0,14,0,1
4524,24,108000,8.0,0.08069432625986454,10000,16.77,0.1,1,2,0,1
13118,25,77000,8.0,-0.34124694318944354,21000,8.9,0.28,0,3,0,1
8870,34,56400,1.0,0.31837825526225194,9500,12.53,0.17,1,9,0,0
15109,36,80000,5.0,0.31837825526225194,7500,11.49,0.09,0,12,0,1
47658,33,72000,17.0,-0.2362778376648724,10000,6.03,0.14,0,7,0,1
36708,22,55000,6.0,0.08069432625986454,3000,15.33,0.05,1,2,0,0
35527,27,120000,4.0,0.08069432625986454,12000,11.71,0.1,0,5,0,0
41229,22,73164,5.0,0.4841067276764486,1200,14.61,0.02,1,2,0,1
39728,23,37342,2.0,0.08069432625986454,6000,7.49,0.16,0,4,0,0
16513,35,48000,9.0,-0.26697081618436225,16000,12.18,0.31,0,5,0,0
49670,34,50000,18.0,-0.34124694318944354,5000,13.48,0.1,1,10,0,1
55828,23,45000,4.0,0.4841067276764486,6000,7.66,0.13,0,4,0,1
39956,32,30000,6.0,-0.26697081618436225,3500,9.99,0.12,0,6,0,0
24725,23,24000,2.0,-0.26697081618436225,5000,10.59,0.21,0,2,0,0
57579,51,50000,3.0,0.08069432625986454,6000,7.51,0.12,0,23,1,0
55979,27,28800,2.0,-0.26697081618436225,6000,12.23,0.21,1,7,0,0
45297,35,40000,1.0,0.08069432625986454,4800,6.76,0.12,0,5,0,0
25141,26,39600,10.0,0.31837825526225194,4800,10.99,0.12,0,2,0,0
22305,33,100000,0.0,-0.26697081618436225,7000,6.03,0.07,0,10,0,1
31605,27,65000,4.0,-0.26697081618436225,7000,11.99,0.11,0,6,0,0
52570,21,25000,2.0,-0.34124694318944354,2500,7.88,0.1,0,4,0,0
57458,32,38004,0.0,0.08069432625986454,5000,16.45,0.13,1,6,0,0
1179,30,78300,3.0,-0.34124694318944354,5000,6.62,0.07,0,7,0,1
30356,23,59000,7.0,0.08069432625986454,3500,11.48,0.06,0,3,0,0
40308,46,140000,18.0,-0.2362778376648724,14000,11.14,0.1,0,17,0,1
10474,22,60000,6.0,-0.34124694318944354,4000,5.99,0.07,0,3,0,1
782,27,125000,1.0,0.4841067276764486,20000,13.85,0.16,0,9,0,1
37993,24,45000,0.0,0.4841067276764486,15000,7.29,0.33,0,2,0,0
35690,22,65000,6.0,0.08069432625986454,8500,9.99,0.13,0,4,0,1
55797,24,40000,1.0,-0.34124694318944354,4000,11.86,0.1,0,3,0,0
11722,28,33996,1.0,-0.26697081618436225,5000,13.47,0.15,1,8,0,0
24262,24,60132,7.0,0.08069432625986454,10000,9.32,0.17,0,2,0,0
25220,29,45000,2.0,-0.26697081618436225,10000,14.27,0.22,0,8,0,0
49866,27,66500,0.0,-0.26697081618436225,4000,8.59,0.06,0,10,0,1
36505,24,85000,4.0,0.4841067276764486,20000,10.65,0.24,0,4,0,0
30296,24,50000,5.0,-0.2362778376648724,10000,9.91,0.2,0,4,0,0
36737,24,65000,2.0,-0.2362778376648724,8000,7.88,0.12,0,4,0,0
8783,30,42000,7.0,0.4841067276764486,6000,16.29,0.14,1,7,0,1
31769,34,96000,5.0,0.31837825526225194,12000,10.74,0.13,0,9,0,0
11101,32,95000,7.0,-0.26697081618436225,14000,7.29,0.15,0,5,0,1
22378,36,63000,3.0,-0.2362778376648724,12000,6.03,0.2,0,16,0,1
21194,44,30000,2.0,0.4841067276764486,5000,5.79,0.17,0,14,0,0
57245,27,35000,5.0,-0.26697081618436225,10000,10.36,0.29,0,5,0,1
10680,28,60000,12.0,-0.2362778376648724,15000,7.9,0.25,0,5,0,1
3905,23,85000,0.0,0.31837825526225194,12800,14.74,0.15,0,3,0,1
42009,29,65000,1.0,0.08069432625986454,6000,6.03,0.09,0,10,0,1
54958,23,32000,0.0,-0.26697081618436225,8400,7.88,0.26,0,3,0,0
31648,28,48000,10.0,-0.34124694318944354,11000,10.75,0.23,0,7,0,1
33812,39,35100,2.0,0.08069432625986454,3600,14.79,0.1,1,14,0,0
22144,22,72000,6.0,0.31837825526225194,14000,5.42,0.19,0,2,0,1
18131,28,90000,12.0,0.4841067276764486,15000,8.94,0.17,0,6,1,0
16094,30,48000,0.0,-0.2362778376648724,3500,10.99,0.07,0,8,0,0
