,transaction_time__avg min between sent tnx,transaction_time__avg min between received tnx,transaction_time__time diff between first and last (mins),number_of_transactions__sent tnx,number_of_transactions__received tnx,number_of_transactions__number of created contracts,number_of_transactions__unique received from addresses,number_of_transactions__unique sent to addresses,ether_value__min value received,ether_value__max value received,ether_value__avg val received,ether_value__min val sent,ether_value__max val sent,ether_value__avg val sent,ether_value__min value sent to contract,ether_value__max val sent to contract,ether_value__avg value sent to contract,number_of_transactions__total transactions (including tnx to create contract,ether__total ether sent,ether__total ether received,ether__total ether sent contracts,ether__total ether balance,erc20__total erc20 tnxs,erc20__erc20 total ether received,erc20__erc20 total ether sent,erc20__erc20 total ether sent contract,erc20__erc20 uniq sent addr,erc20_num_of_transactions__erc20 uniq rec addr,erc20_num_of_transactions__erc20 uniq sent addr.1,erc20_num_of_transactions__erc20 uniq rec contract addr,erc20_value__erc20 min val rec,erc20_value__erc20 max val rec,erc20_value__erc20 avg val rec,erc20_value__erc20 min val sent,erc20_value__erc20 max val sent,erc20_value__erc20 avg val sent,erc20__erc20 uniq sent token name,erc20__erc20 uniq rec token name
3292,0.0,16442.71,147984.35,0,9,1,6,0,0.0,7.001494999999999,2.25982,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,20.33837652,0.0,20.33837652,1.0,0.373511486,0.0,0.0,0.0,1.0,0.0,1.0,0.373511,0.373511,0.373511,0.0,0.0,0.0,0.0,1.0
9411,20465.38,2262.36,104380.98,3,19,0,18,3,0.001094,2.069517,0.460465,0.009934,8.621847,2.915532,0.0,0.0,0.0,22,8.746595604,8.748842604,0.0,0.002247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9496,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,21.94,0.0,65.82,3,1,0,1,3,101.0,101.0,101.0,7.973282000000001,78.025164,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,8944.98,6126.28,800357.48,34,81,0,4,13,0.010024,0.731052,0.089474,0.0,2.162,0.359544,0.0,0.0,0.0,115,12.22450212,7.247399445,0.0,-4.97710268,53.0,108817.6132,365.4076064,0.0,2.0,36.0,0.0,36.0,0.0,100000.0,2315.268367,0.0,216.001605,60.901268,3.0,33.0
1849,13.77,746.67,1318816.4,1696,1735,0,5,3,0.010002,10.095454,1.371141,1.00934,10.998186,1.401967,0.0,0.0,0.0,3431,2377.736089,2378.929617,0.0,1.193528295,1.0,2.065890802,0.0,0.0,0.0,1.0,0.0,1.0,2.065891,2.065891,2.065891,0.0,0.0,0.0,0.0,1.0
7402,0.0,0.0,42.08,1,1,0,1,1,0.23308,0.23308,0.23308,0.232576,0.232576,0.232576,0.0,0.0,0.0,2,0.232576,0.23308,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4722,164.51,0.36,330.47,2,4,0,4,2,10.673034,35.821794,25.25,0.001,100.998016,50.499508,0.0,0.0,0.0,6,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7947,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9350,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,2.66,0.0,7.98,3,2,0,2,3,512.363981,1488.636019,1000.5,25.3479,1494.2945949999996,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8204,1244.51,1135.49,20502.57,11,6,0,6,11,0.01,4.994,1.208304,0.019906,6.772709,0.65885,0.0,0.0,0.0,17,7.24735525,7.24982625,0.0,0.002471,2.0,13.37,0.0,0.0,0.0,2.0,0.0,2.0,0.0,13.37,6.685,0.0,0.0,0.0,0.0,2.0
4719,29.67,341.56,283186.92,220,810,0,3,1,0.197798,6.03733,0.284941,0.500833,6.630131,1.04842,0.0,0.0,0.0,1030,230.6522903,230.8019108,0.0,0.149620426,1.0,0.036807312,0.0,0.0,0.0,1.0,0.0,1.0,0.036807,0.036807,0.036807,0.0,0.0,0.0,0.0,1.0
1475,0.0,0.0,0.0,0,1,0,1,0,0.681968,0.681968,0.681968,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.681968,0.0,0.681968,5.0,167.071518,0.0,0.0,0.0,5.0,0.0,5.0,0.0,151.11535700000005,33.414304,0.0,0.0,0.0,0.0,5.0
5506,0.0,0.0,0.7,1,1,0,1,1,0.088853,0.088853,0.088853,0.088013,0.088013,0.088013,0.0,0.0,0.0,2,0.08801335,0.08885335,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7479,3.15,0.61,320.1,101,3,0,3,101,2059.981856,5739.623189,3333.666667,1.02895,101.0,99.019293,0.0,0.0,0.0,104,10000.94855,10001.0,0.0,0.05145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7708,113084.05,0.0,226168.1,2,1,0,1,2,1.0,1.0,1.0,0.1,0.896682,0.498341,0.0,0.0,0.0,3,0.996682,1.0,0.0,0.003318,5.0,222.4467836,0.0,0.0,0.0,5.0,0.0,5.0,0.0,201.446784,44.489357,0.0,0.0,0.0,0.0,5.0
4298,158.79,7572.78,933773.32,110,121,0,3,1,0.054975,2.175202,0.945745,0.508432,2.174608,1.038847,0.0,0.0,0.0,231,114.2731819,114.4351818,0.0,0.161999897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9250,0.0,470.75,5585.9,1,10,0,10,1,0.7692869999999999,5.13,2.10598,21.057,21.057,21.057,0.0,0.0,0.0,11,21.057,21.05979583,0.0,0.002795828,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
1124,111.63,2714.36,643990.45,225,228,0,3,2,0.112963,1.448235,0.456251,0.112543,3.050399,0.461915,0.0,0.0,0.0,453,103.9308205,104.0253415,0.0,0.094521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,12090.62,132996.78,0,11,1,2,0,0.0,29.811,9.569432,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,105.2637501,0.0,105.2637501,1.0,0.777221023,0.0,0.0,0.0,1.0,0.0,1.0,0.777221,0.777221,0.777221,0.0,0.0,0.0,0.0,1.0
6508,160.32,0.0,320.63,2,1,0,1,2,101.0,101.0,101.0,0.34,100.659016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9378,7836.1,16.32,15802.73,2,8,0,6,2,0.99,113.8,24.91875,0.644,198.685,99.6645,0.0,0.0,0.0,10,199.329,199.35,0.0,0.021,1.0,600.0,0.0,0.0,0.0,1.0,0.0,1.0,600.0,600.0,600.0,0.0,0.0,0.0,0.0,1.0
5594,28301.99,438.14,226593.3,7,65,0,7,1,0.002,67.6068,21.818543,0.0085799999999999,471.782817,202.600243,0.0,0.0,0.0,72,1418.201702,1418.205324,0.0,0.00362259,2.0,609.2047828,0.0,0.0,0.0,2.0,0.0,2.0,9.204783,600.0,304.602391,0.0,0.0,0.0,0.0,2.0
5522,17422.61,112271.27,1082083.25,17,7,0,7,11,0.039411,157.36641,23.390518,0.000336,156.569147,9.632716,0.0,0.0,0.0,24,163.756176,163.7336265,0.0,-0.02254954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6993,1.06,20156.3,80629.43,4,4,0,2,2,0.039958,0.420184,0.255002,0.038698,0.418924,0.253952,0.0,0.0,0.0,8,1.01580841,1.02000841,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,0.0,1692.16,226749.52,0,134,1,4,0,0.0,1.99,0.228434,0.0,0.0,0.0,0.0,0.0,0.0,135,0.0,30.61009998,0.0,30.61009998,2.0,1.242294162,0.0,0.0,0.0,2.0,0.0,2.0,0.484291,0.758003,0.621147,0.0,0.0,0.0,0.0,2.0
298,2.48,3660.15,14650.52,4,4,0,3,1,10.77,77.98497900000002,31.887495,10.769478,77.98454100000002,31.886743,0.0,0.0,0.0,8,127.5469736,127.549979,0.0,0.003005425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7115,0.0,9162.88,29771.53,1,3,0,2,1,0.011487,1.882009,0.972736,2.918104,2.918104,2.918104,0.0,0.0,0.0,4,2.918103732,2.918208732,0.0,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,0.0,0.0,3.72,1,1,0,1,1,5.67321,5.67321,5.67321,5.672739,5.672739,5.672739,0.0,0.0,0.0,2,5.672738524,5.67321016,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5344,127.97,4818.2,1190106.1,226,241,0,2,1,0.202055,2.061621,0.986845,1.007491,2.060984,1.051274,0.0,0.0,0.0,467,237.58802480000003,237.8296336,0.0,0.241608849,3.0,10213.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,10113.0,3404.333333,0.0,0.0,0.0,0.0,3.0
26,1797.42,60933.08,330187.83,82,3,0,3,7,0.0,30.0,11.666667,0.0,30.0,0.760256,0.0,0.0,0.0,85,62.341,35.0,0.0,-27.341,11.0,1473.843474,0.0,0.0,0.0,8.0,0.0,11.0,0.0,600.0,133.98577,0.0,0.0,0.0,0.0,11.0
69,56814.86,62086.18,294616.95,3,2,0,2,3,0.0,20.0,10.0,4.952493,19.953375,13.301956,0.0,0.0,0.0,5,39.90586873,20.0,0.0,-19.90586873,2.0,3.615281187,0.0,0.0,0.0,2.0,0.0,2.0,1.503014,2.112267,1.807641,0.0,0.0,0.0,0.0,2.0
2501,231.69,3947.18,8357.73,2,2,0,1,2,0.8,1.279173,1.039587,0.79,1.25,1.02,0.0,0.0,0.0,4,2.04,2.07917307,0.0,0.03917307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8514,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
9836,12635.1,631.39,58748.48,4,13,0,11,4,0.004082,12.0,2.82106,0.465461,12.2,9.166365,0.0,0.0,0.0,17,36.66546146,36.67377746,0.0,0.008316,2.0,1.337,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.337,0.6685,0.0,0.0,0.0,0.0,2.0
3480,157.07,0.0,314.13,2,1,0,1,2,101.0,101.0,101.0,0.071073,100.927943,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,15.7,170.05,557.25,3,3,0,1,3,0.172552,0.648982,0.347202,0.172063,0.648478,0.346707,0.0,0.0,0.0,6,1.040121563,1.04160468,0.0,0.001483117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,54.81,3236.19,324934.63,24,100,0,2,1,0.100181,0.219719,0.19631,0.501479,1.044546,0.817177,0.0,0.0,0.0,124,19.61225266,19.6309982,0.0,0.018745536,2.0,53.4926515,0.0,0.0,0.0,2.0,0.0,2.0,0.015218,53.477434,26.746326,0.0,0.0,0.0,0.0,2.0
9118,489.06,529.23,3054.87,3,3,0,2,3,0.004005,0.721303,0.438436,0.018071,0.3042,0.117379,0.0,0.0,0.0,6,0.352136,1.31530802,0.0,0.96317202,2.0,99.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,99.0,49.5,0.0,0.0,0.0,0.0,2.0
6949,0.0,2437.47,319309.1,0,131,1,7,0,0.0,0.8208,0.207008,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,27.11798897,0.0,27.11798897,2.0,1.239189291,0.0,0.0,0.0,2.0,0.0,2.0,0.52379,0.715399,0.619595,0.0,0.0,0.0,0.0,2.0
7370,3.1,21054.31,484317.45,22,23,0,2,2,0.004629,0.210136,0.193582,0.004209,0.402357,0.201962,0.0,0.0,0.0,45,4.4431558,4.452395809,0.0,0.009240009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6228,0.0,38950.08,228586.02,1,2,0,1,1,1.0,2.0,1.5,2.999559,2.999559,2.999559,0.0,0.0,0.0,3,2.999559,3.0,0.0,0.000441,5.0,463.3618003,0.0,0.0,0.0,5.0,0.0,5.0,0.0,402.893567,92.67236,0.0,0.0,0.0,0.0,5.0
4118,164.08,0.82,329.78,2,2,0,2,2,3.125175,97.874825,50.5,0.312924,100.68605,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,162.1,0.82,325.83,2,2,0,2,2,6.853462,94.146538,50.5,4.946577,96.052397,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,0.0,6024.74,319311.18,0,53,1,6,0,0.0,1.205025,0.598759,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,31.73424263,0.0,31.73424263,2.0,1.117998327,0.0,0.0,0.0,2.0,0.0,2.0,0.174966,0.943032,0.558999,0.0,0.0,0.0,0.0,2.0
6486,62954.09,0.0,188862.28,3,1,0,1,2,0.874516,0.874516,0.874516,0.024317,0.728874,0.291064,0.0,0.0,0.0,4,0.873190978,0.87451612,0.0,0.001325142,2.0,182.6810562,0.0,0.0,0.0,2.0,0.0,2.0,0.065874,182.615182,91.340528,0.0,0.0,0.0,0.0,2.0
2540,163.26,0.3,327.12,2,2,0,2,2,45.063564,55.936436,50.5,0.022371,100.976644,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6750,0.0,24864.26,198914.1,0,8,1,3,0,0.0,10.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,44.8,0.0,44.8,2.0,1.340779707,0.0,0.0,0.0,2.0,0.0,2.0,0.557415,0.783365,0.6703899999999999,0.0,0.0,0.0,0.0,2.0
547,14.99,0.0,44.97,3,1,0,1,3,101.0,101.0,101.0,0.052709,54.526419,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4044,534.83,1811.85,204029.25,19,107,0,11,16,0.09958,9.995,0.677836,0.002,20.4,3.816704,0.0,0.0,0.0,126,72.51737333,72.52842801,0.0,0.011054682,2.0,601.9446333,0.0,0.0,0.0,2.0,0.0,2.0,1.9446330000000005,600.0,300.972317,0.0,0.0,0.0,0.0,2.0
6555,698.81,774.95,728566.25,493,501,0,64,19,0.005,960.680978,116.984484,0.001,950.0,119.371417,0.0,0.0,0.0,994,58850.10844,58609.22622999999,0.0,-240.8822077,13.0,11909.23707,0.0,0.0,0.0,11.0,0.0,12.0,0.0,9114.120657,916.095159,0.0,0.0,0.0,0.0,12.0
7470,0.0,2792.55,228989.35,0,82,1,5,0,0.0,1.001352,0.34757,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,28.500748600000005,0.0,28.500748600000005,2.0,0.72016703,0.0,0.0,0.0,2.0,0.0,2.0,0.343352,0.376815,0.360084,0.0,0.0,0.0,0.0,2.0
1893,2.86,45412.54,499569.4,11,11,0,3,1,0.5,149.5,44.37272700000001,0.49909,149.499404,44.372299,0.0,0.0,0.0,22,488.095286,488.1,0.0,0.004714025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4283,8775.85,0.0,52655.12,6,1,0,1,5,0.425909,0.425909,0.425909,0.002516,0.0965,0.070486,0.0,0.0,0.0,7,0.422913792,0.42590949,0.0,0.002995698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4862,157.54,0.0,315.08,2,1,0,1,2,101.0,101.0,101.0,2.000883,98.998133,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,568.34,2074.28,156518.43,217,16,0,9,19,0.003,15.7,3.961816,0.0,15.71,0.43093,0.0,0.0,0.0,233,93.51186242,63.38905022,0.0,-30.1228122,56.0,36824.51292,36815.76187,0.0,8.0,8.0,0.0,10.0,0.0,24800.0,1841.225646,0.0,20799.0,1022.660052,7.0,10.0
2261,3.09,0.0,9.28,3,2,0,2,3,942.850538,1058.149462,1000.5,0.11279,1366.052401,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,0.0,0.0,3441.02,1,1,0,1,1,10.999528,10.999528,10.999528,10.999087,10.999087,10.999087,0.0,0.0,0.0,2,10.99908737,10.99952837,0.0,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,5.04,1530.83,3071.73,2,2,0,1,1,4.995,5.495,5.245,4.994214,5.494312,5.244263,0.0,0.0,0.0,4,10.48852585,10.49,0.0,0.001474149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4415,0.0,3801.51,319327.22,0,84,1,5,0,0.0,1.005102,0.6208670000000001,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,52.15283878,0.0,52.15283878,5.0,71.80246931,0.0,0.0,0.0,5.0,0.0,5.0,0.0,65.700298,14.360494,0.0,0.0,0.0,0.0,5.0
2075,159.14,0.69,319.67,2,2,0,2,2,45.129696,55.870304,50.5,2.999496,97.99952,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6053,0.0,1459.08,192598.72,0,132,1,3,0,0.0,0.814071,0.430866,0.0,0.0,0.0,0.0,0.0,0.0,133,0.0,56.87433321,0.0,56.87433321,2.0,1.998201519,0.0,0.0,0.0,2.0,0.0,2.0,0.991672,1.00653,0.999101,0.0,0.0,0.0,0.0,2.0
4775,629.91,25082.58,336152.08,16,13,0,11,5,0.012636,10.0,2.674131,0.0,9.999385,2.170567,0.0,0.0,0.0,29,34.72907659,34.763707399999994,0.0,0.034630809,7.0,11265.40886,11265.40886,0.0,1.0,3.0,0.0,4.0,0.0,10727.281,2816.352215,0.0,10727.281,3755.136287,3.0,4.0
5884,0.0,0.0,88.55,1,1,0,1,1,2.009,2.009,2.009,2.008244,2.008244,2.008244,0.0,0.0,0.0,2,2.008244,2.009,0.0,0.0007559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3362,9.85,1650.83,200952.95,122,121,0,4,1,0.014515,0.11794,0.053027,0.013951,0.089557,0.052039,0.0,0.0,0.0,243,6.34869996,6.416314365,0.0,0.067614405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7934,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
2094,5.14,783.05,649236.18,779,824,0,18,1,2.085653,286.417343,56.381856000000006,2.085233,2953.52516,59.638411,0.0,0.0,0.0,1603,46458.32201,46458.64919,0.0,0.327180008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7335,158.28,0.63,317.83,2,2,0,2,2,17.585953,83.414047,50.5,12.429454,88.569117,50.499286,0.0,0.0,0.0,4,100.9985715,101.0,0.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4041,161.74,0.61,324.7,2,2,0,2,2,13.620548,87.379452,50.5,6.240411,94.758563,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,4481.0,826.6,337204.62,64,61,0,22,34,0.01,11.308382,2.399229,0.0,10.0,2.286314,0.0,0.0,0.0,125,146.3240938,146.3529462,0.0,0.028852362,25.0,4224.335395,3818.0,0.0,5.0,9.0,0.0,8.0,0.0,1406.35893,211.21677000000005,29.0,999.0,763.6,1.0,8.0
5865,11445.85,5723.73,423547.67,5,64,0,4,3,0.00149,1.0632620000000002,0.207776,0.19099,9.57,3.946792,0.0,0.0,0.0,69,19.73396,13.29764712,0.0,-6.43631288,9.0,2744.990363,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1500.0,304.998929,0.0,0.0,0.0,0.0,9.0
5677,6252.52,4104.25,43575.33,5,3,0,3,4,0.01152,0.08942,0.039771,0.001118,0.085301,0.023409,0.0,0.0,0.0,8,0.117046222,0.11931284,0.0,0.002266618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,163.78,1.11,329.78,2,2,0,2,2,44.048882,56.95111800000001,50.5,0.61,100.388974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8353,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
6828,228.44,291.57,987662.83,4321,2,0,1,556,4.99958,4.99958,4.99958,0.0,4.108196,0.001108,0.0,0.0,0.0,4323,4.786907307,9.99915998,0.0,5.212252673,5321.0,3455.016743,3.9e-12,0.0,851.0,559.0,0.0,22.0,0.0,1500.0,1.428874,0.0,0.0,0.0,1.0,22.0
5271,14692.24,6455.3,128666.9,7,4,0,4,5,0.248968,0.463658,0.340059,0.0025,0.5010789999999999,0.193842,0.0,0.0,0.0,11,1.35689512,1.36023412,0.0,0.003339,1.0,0.063549607,0.0,0.0,0.0,1.0,0.0,1.0,0.06355,0.06355,0.06355,0.0,0.0,0.0,0.0,1.0
1912,203.14,2263.87,48730.72,17,20,0,3,1,0.050069,0.847497,0.108153,0.049126,0.847076,0.126379,0.0,0.0,0.0,37,2.14844681,2.16306621,0.0,0.0146194,4.0,10000000.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10000000.0,2500000.0,0.0,0.0,0.0,0.0,3.0
1768,18.82,0.0,75.27,4,2,0,2,3,4.618278,96.381722,50.5,0.001,84.474972,25.249485,0.0,0.0,0.0,6,100.997942,101.0,0.0,0.002058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9122,4073.04,917.48,9981.05,2,2,0,2,2,0.5,0.5,0.5,0.49,0.999916,0.744958,0.0,0.0,0.0,4,1.489916,1.0,0.0,-0.489916,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
2479,161.47,0.0,322.95,2,1,0,1,2,101.0,101.0,101.0,5.0,95.999016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,51.52,21.94,394796.12,5930,4070,16,30,2942,0.0,399.999559,1.847418,0.0,600.0,3.614308,0.0,0.0,0.0,10016,21432.84476,7518.989385,0.0,-13913.85537,50.0,1419735.6,347.0018267,0.0,1.0,38.0,0.0,45.0,0.0,1380482.0,28974.19591,347.001827,347.001827,347.001827,1.0,43.0
8601,0.0,64.21,7539.27,1,15,0,14,1,0.1,1.0,0.304558,4.567507,4.567507,4.567507,0.0,0.0,0.0,16,4.567507024,4.568368024,0.0,0.0008609999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,107.53,0.0,322.58,3,1,0,1,3,101.0,101.0,101.0,13.921605,58.108223,33.666179,0.0,0.0,0.0,4,100.9985356,101.0,0.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,17.06,0.0,51.17,3,1,0,1,3,101.0,101.0,101.0,10.80478,67.680368,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8721,0.0,4781.26,492238.42,1,8,0,8,1,0.39,10.0,1.946861,15.5747,15.5747,15.5747,0.0,0.0,0.0,9,15.5747,15.57488905,0.0,0.00018905,8.0,1599.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1500.0,199.875,0.0,0.0,0.0,0.0,7.0
