x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
ether_value__min value received,erc20_num_of_transactions__erc20 uniq rec contract addr,0.0,regression,True,mean absolute error,4.4898,6.092061261628596,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 min val rec,0.0,regression,True,mean absolute error,362.21000767819993,576.7608302465321,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 max val rec,0.0,regression,True,mean absolute error,209842133.70919064,411480753.0921118,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 avg val rec,0.0,regression,True,mean absolute error,4509317.666159256,8846527.313472448,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 min val sent,0.0,regression,True,mean absolute error,566.6108910718001,1121.346336107069,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 max val sent,0.0,regression,True,mean absolute error,644601.3526147179,1183981.5937796277,DecisionTreeRegressor()
ether_value__min value received,erc20_value__erc20 avg val sent,0.0,regression,True,mean absolute error,35067.75437710199,78241.69875205429,DecisionTreeRegressor()
ether_value__min value received,erc20__erc20 uniq sent token name,0.0,regression,True,mean absolute error,1.2746,2.0068049895003837,DecisionTreeRegressor()
ether_value__min value received,erc20__erc20 uniq rec token name,0.0,regression,True,mean absolute error,4.4156,5.970112884300059,DecisionTreeRegressor()
ether_value__min value received,token__erc20 most sent token type,0.0,regression,True,mean absolute error,0.1204,0.19372256869630705,DecisionTreeRegressor()
ether_value__min value received,token__erc20_most_rec_token_type_Blockwell,0.0,regression,True,mean absolute error,0.0774,0.13124830705173113,DecisionTreeRegressor()
ether_value__min value received,flag,0.0,regression,True,mean absolute error,0.2212,0.2791769180062951,DecisionTreeRegressor()
ether_value__max value received,transaction_time__avg min between sent tnx,0.0,regression,True,mean absolute error,5005.408288,8777.0007460455,DecisionTreeRegressor()
ether_value__max value received,transaction_time__avg min between received tnx,0.0,regression,True,mean absolute error,8417.044038,12873.559532135307,DecisionTreeRegressor()
ether_value__max value received,transaction_time__time diff between first and last (mins),0.0,regression,True,mean absolute error,215952.370092,253623.4602416787,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__sent tnx,0.0,regression,True,mean absolute error,100.9864,174.31309878064192,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__received tnx,0.0,regression,True,mean absolute error,146.701,216.09161364986167,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__number of created contracts,0.0,regression,True,mean absolute error,2.6978,5.872782469777396,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__unique received from addresses,0.0,regression,True,mean absolute error,29.627,50.72378182952016,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__unique sent to addresses,0.0,regression,True,mean absolute error,22.6334,41.45699709523508,DecisionTreeRegressor()
ether_value__max value received,ether_value__min value received,0.5315696329851172,regression,True,mean absolute error,44.8763619274,21.021450687944693,DecisionTreeRegressor()
ether_value__max value received,ether_value__max value received,1.0,predict_itself,True,,0.0,1.0,
ether_value__max value received,ether_value__avg val received,0.3309999928728874,regression,True,mean absolute error,127.37483457840001,85.2137652407644,DecisionTreeRegressor()
ether_value__max value received,ether_value__min val sent,0.0,regression,True,mean absolute error,6.0349038804,14.748549206982766,DecisionTreeRegressor()
ether_value__max value received,ether_value__max val sent,0.0,regression,True,mean absolute error,256.50741659420004,314.338799153876,DecisionTreeRegressor()
ether_value__max value received,ether_value__avg val sent,0.22272506983339102,regression,True,mean absolute error,43.8688148764,34.09813001954571,DecisionTreeRegressor()
ether_value__max value received,ether_value__min value sent to contract,0.0,regression,True,mean absolute error,6e-06,1.1506787330316741e-05,DecisionTreeRegressor()
ether_value__max value received,ether_value__max val sent to contract,0.0,regression,True,mean absolute error,1.52058e-05,2.4855197330316738e-05,DecisionTreeRegressor()
ether_value__max value received,ether_value__avg value sent to contract,0.0,regression,True,mean absolute error,1.06028e-05,1.8180847330316743e-05,DecisionTreeRegressor()
ether_value__max value received,number_of_transactions__total transactions (including tnx to create contract,0.0,regression,True,mean absolute error,249.336,362.44683205705695,DecisionTreeRegressor()
ether_value__max value received,ether__total ether sent,0.0,regression,True,mean absolute error,5764.586128715095,9277.83641081757,DecisionTreeRegressor()
ether_value__max value received,ether__total ether received,0.0,regression,True,mean absolute error,11591.290212366648,12270.57641932248,DecisionTreeRegressor()
ether_value__max value received,ether__total ether sent contracts,0.0,regression,True,mean absolute error,1.52057426e-05,2.4855114100316738e-05,DecisionTreeRegressor()
ether_value__max value received,ether__total ether balance,0.0,regression,True,mean absolute error,7919.4821369377005,13373.419723024334,DecisionTreeRegressor()
ether_value__max value received,erc20__total erc20 tnxs,0.0,regression,True,mean absolute error,36.1286,63.60435566547351,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 total ether received,0.0,regression,True,mean absolute error,214389710.08283842,226794847.89227644,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 total ether sent,0.0,regression,True,mean absolute error,1689597.9564837108,3322946.777142572,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 total ether sent contract,0.0,regression,True,mean absolute error,198.9999266200844,289.55807087736093,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 uniq sent addr,0.0,regression,True,mean absolute error,5.1286,9.849477732163137,DecisionTreeRegressor()
ether_value__max value received,erc20_num_of_transactions__erc20 uniq rec addr,0.0,regression,True,mean absolute error,7.2136,11.09375484743791,DecisionTreeRegressor()
ether_value__max value received,erc20_num_of_transactions__erc20 uniq sent addr.1,0.0,regression,True,mean absolute error,0.003,0.006107308517714698,DecisionTreeRegressor()
ether_value__max value received,erc20_num_of_transactions__erc20 uniq rec contract addr,0.0,regression,True,mean absolute error,4.4898,6.581327491972891,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 min val rec,0.0,regression,True,mean absolute error,362.21000767819993,810.4463839069801,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 max val rec,0.0,regression,True,mean absolute error,209842133.70919064,218767839.6975785,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 avg val rec,0.0,regression,True,mean absolute error,4509317.666159256,5307816.392419663,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 min val sent,0.0,regression,True,mean absolute error,566.6108910718001,979.6868722687223,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 max val sent,0.0,regression,True,mean absolute error,644601.3526147179,1253345.8077600952,DecisionTreeRegressor()
ether_value__max value received,erc20_value__erc20 avg val sent,0.0,regression,True,mean absolute error,35067.75437710199,69135.89925335297,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 uniq sent token name,0.0,regression,True,mean absolute error,1.2746,2.166936854420773,DecisionTreeRegressor()
ether_value__max value received,erc20__erc20 uniq rec token name,0.0,regression,True,mean absolute error,4.4156,6.446800441243337,DecisionTreeRegressor()
ether_value__max value received,token__erc20 most sent token type,0.0,regression,True,mean absolute error,0.1204,0.17602458785497554,DecisionTreeRegressor()
ether_value__max value received,token__erc20_most_rec_token_type_Blockwell,0.0,regression,True,mean absolute error,0.0774,0.11974124268949313,DecisionTreeRegressor()
ether_value__max value received,flag,0.011117384814253395,regression,True,mean absolute error,0.2212,0.21874083447908715,DecisionTreeRegressor()
ether_value__avg val received,transaction_time__avg min between sent tnx,0.0,regression,True,mean absolute error,5005.408288,9031.235902296834,DecisionTreeRegressor()
ether_value__avg val received,transaction_time__avg min between received tnx,0.0,regression,True,mean absolute error,8417.044038,12605.38998907579,DecisionTreeRegressor()
ether_value__avg val received,transaction_time__time diff between first and last (mins),0.0,regression,True,mean absolute error,215952.370092,253341.69219639726,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__sent tnx,0.0,regression,True,mean absolute error,100.9864,178.2729686472196,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__received tnx,0.0,regression,True,mean absolute error,146.701,269.55983652501465,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__number of created contracts,0.0,regression,True,mean absolute error,2.6978,7.340713291505491,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__unique received from addresses,0.0,regression,True,mean absolute error,29.627,52.8257885326734,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__unique sent to addresses,0.0,regression,True,mean absolute error,22.6334,35.175826907618074,DecisionTreeRegressor()
ether_value__avg val received,ether_value__min value received,0.664851698342567,regression,True,mean absolute error,44.8763619274,15.0402364845324,DecisionTreeRegressor()
ether_value__avg val received,ether_value__max value received,0.0,regression,True,mean absolute error,705.0754316196001,1081.0077853878322,DecisionTreeRegressor()
ether_value__avg val received,ether_value__avg val received,1.0,predict_itself,True,,0.0,1.0,
ether_value__avg val received,ether_value__min val sent,0.0,regression,True,mean absolute error,6.0349038804,10.752765791408518,DecisionTreeRegressor()
ether_value__avg val received,ether_value__max val sent,0.0,regression,True,mean absolute error,256.50741659420004,447.43184853606226,DecisionTreeRegressor()
ether_value__avg val received,ether_value__avg val sent,0.38453785346639424,regression,True,mean absolute error,43.8688148764,26.999594969714522,DecisionTreeRegressor()
ether_value__avg val received,ether_value__min value sent to contract,0.0,regression,True,mean absolute error,6e-06,9.999999999999999e-06,DecisionTreeRegressor()
ether_value__avg val received,ether_value__max val sent to contract,0.0,regression,True,mean absolute error,1.52058e-05,2.8411600000000004e-05,DecisionTreeRegressor()
ether_value__avg val received,ether_value__avg value sent to contract,0.0,regression,True,mean absolute error,1.06028e-05,1.92056e-05,DecisionTreeRegressor()
ether_value__avg val received,number_of_transactions__total transactions (including tnx to create contract,0.0,regression,True,mean absolute error,249.336,433.6847313409288,DecisionTreeRegressor()
ether_value__avg val received,ether__total ether sent,0.0,regression,True,mean absolute error,5764.586128715095,10222.772857432232,DecisionTreeRegressor()
ether_value__avg val received,ether__total ether received,0.0,regression,True,mean absolute error,11591.290212366648,20951.78092860143,DecisionTreeRegressor()
ether_value__avg val received,ether__total ether sent contracts,0.0,regression,True,mean absolute error,1.52057426e-05,2.84114852e-05,DecisionTreeRegressor()
ether_value__avg val received,ether__total ether balance,0.0,regression,True,mean absolute error,7919.4821369377005,15050.709283656935,DecisionTreeRegressor()
ether_value__avg val received,erc20__total erc20 tnxs,0.0,regression,True,mean absolute error,36.1286,65.38172048192459,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 total ether received,0.0,regression,True,mean absolute error,214389710.08283842,428204848.11223453,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 total ether sent,0.0,regression,True,mean absolute error,1689597.9564837108,3997023.705012907,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 total ether sent contract,0.0,regression,True,mean absolute error,198.9999266200844,271.89668061903944,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 uniq sent addr,0.0,regression,True,mean absolute error,5.1286,8.939317564302257,DecisionTreeRegressor()
ether_value__avg val received,erc20_num_of_transactions__erc20 uniq rec addr,0.0,regression,True,mean absolute error,7.2136,12.705481891980352,DecisionTreeRegressor()
ether_value__avg val received,erc20_num_of_transactions__erc20 uniq sent addr.1,0.0,regression,True,mean absolute error,0.003,0.005973626538221504,DecisionTreeRegressor()
ether_value__avg val received,erc20_num_of_transactions__erc20 uniq rec contract addr,0.0,regression,True,mean absolute error,4.4898,7.163397527312819,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 min val rec,0.0,regression,True,mean absolute error,362.21000767819993,827.3858410331983,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 max val rec,0.0,regression,True,mean absolute error,209842133.70919064,419470618.8570629,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 avg val rec,0.0,regression,True,mean absolute error,4509317.666159256,9787728.780056046,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 min val sent,0.0,regression,True,mean absolute error,566.6108910718001,1086.7204736565316,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 max val sent,0.0,regression,True,mean absolute error,644601.3526147179,1330436.170317388,DecisionTreeRegressor()
ether_value__avg val received,erc20_value__erc20 avg val sent,0.0,regression,True,mean absolute error,35067.75437710199,85884.6877809942,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 uniq sent token name,0.0,regression,True,mean absolute error,1.2746,2.275932072547993,DecisionTreeRegressor()
ether_value__avg val received,erc20__erc20 uniq rec token name,0.0,regression,True,mean absolute error,4.4156,7.022927527312818,DecisionTreeRegressor()
ether_value__avg val received,token__erc20 most sent token type,0.0,regression,True,mean absolute error,0.1204,0.17685335704066502,DecisionTreeRegressor()
ether_value__avg val received,token__erc20_most_rec_token_type_Blockwell,0.0,regression,True,mean absolute error,0.0774,0.12793932079788117,DecisionTreeRegressor()
ether_value__avg val received,flag,0.0,regression,True,mean absolute error,0.2212,0.22165891124766407,DecisionTreeRegressor()
ether_value__min val sent,transaction_time__avg min between sent tnx,0.0,regression,True,mean absolute error,5005.408288,8019.638139077262,DecisionTreeRegressor()
ether_value__min val sent,transaction_time__avg min between received tnx,0.0,regression,True,mean absolute error,8417.044038,11650.70497903321,DecisionTreeRegressor()
ether_value__min val sent,transaction_time__time diff between first and last (mins),0.0,regression,True,mean absolute error,215952.370092,233778.29683120857,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__sent tnx,0.0,regression,True,mean absolute error,100.9864,170.5648924197534,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__received tnx,0.0,regression,True,mean absolute error,146.701,240.918842035142,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__number of created contracts,0.0,regression,True,mean absolute error,2.6978,5.114970200978326,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__unique received from addresses,0.0,regression,True,mean absolute error,29.627,50.60021080260192,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__unique sent to addresses,0.0,regression,True,mean absolute error,22.6334,36.8238394415184,DecisionTreeRegressor()
ether_value__min val sent,ether_value__min value received,0.0,regression,True,mean absolute error,44.8763619274,71.02233947144398,DecisionTreeRegressor()
ether_value__min val sent,ether_value__max value received,0.0,regression,True,mean absolute error,705.0754316196001,1338.536185173245,DecisionTreeRegressor()
ether_value__min val sent,ether_value__avg val received,0.0,regression,True,mean absolute error,127.37483457840001,228.37028662016306,DecisionTreeRegressor()
ether_value__min val sent,ether_value__min val sent,1.0,predict_itself,True,,0.0,1.0,
ether_value__min val sent,ether_value__max val sent,0.0,regression,True,mean absolute error,256.50741659420004,435.3935842272169,DecisionTreeRegressor()
ether_value__min val sent,ether_value__avg val sent,0.0,regression,True,mean absolute error,43.8688148764,60.314122991624416,DecisionTreeRegressor()
ether_value__min val sent,ether_value__min value sent to contract,0.0,regression,True,mean absolute error,6e-06,1.2033013520818794e-05,DecisionTreeRegressor()
ether_value__min val sent,ether_value__max val sent to contract,0.0,regression,True,mean absolute error,1.52058e-05,3.0304015139134358e-05,DecisionTreeRegressor()
ether_value__min val sent,ether_value__avg value sent to contract,0.0,regression,True,mean absolute error,1.06028e-05,2.1163818008416968e-05,DecisionTreeRegressor()
ether_value__min val sent,number_of_transactions__total transactions (including tnx to create contract,0.0,regression,True,mean absolute error,249.336,405.58203409088037,DecisionTreeRegressor()
ether_value__min val sent,ether__total ether sent,0.0,regression,True,mean absolute error,5764.586128715095,12161.230750143717,DecisionTreeRegressor()
ether_value__min val sent,ether__total ether received,0.0,regression,True,mean absolute error,11591.290212366648,23174.930595684167,DecisionTreeRegressor()
ether_value__min val sent,ether__total ether sent contracts,0.0,regression,True,mean absolute error,1.52057426e-05,3.030390115970457e-05,DecisionTreeRegressor()
ether_value__min val sent,ether__total ether balance,0.0,regression,True,mean absolute error,7919.4821369377005,15381.875608071716,DecisionTreeRegressor()
ether_value__min val sent,erc20__total erc20 tnxs,0.0,regression,True,mean absolute error,36.1286,59.216734385965694,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 total ether received,0.0,regression,True,mean absolute error,214389710.08283842,418271262.0201893,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 total ether sent,0.0,regression,True,mean absolute error,1689597.9564837108,3183692.9614819963,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 total ether sent contract,0.0,regression,True,mean absolute error,198.9999266200844,397.13972409782787,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 uniq sent addr,0.0,regression,True,mean absolute error,5.1286,8.55045709135341,DecisionTreeRegressor()
ether_value__min val sent,erc20_num_of_transactions__erc20 uniq rec addr,0.0,regression,True,mean absolute error,7.2136,10.442951869792779,DecisionTreeRegressor()
ether_value__min val sent,erc20_num_of_transactions__erc20 uniq sent addr.1,0.0,regression,True,mean absolute error,0.003,0.005959488955520084,DecisionTreeRegressor()
ether_value__min val sent,erc20_num_of_transactions__erc20 uniq rec contract addr,0.0,regression,True,mean absolute error,4.4898,5.890565223293039,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 min val rec,0.0,regression,True,mean absolute error,362.21000767819993,754.085379785414,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 max val rec,0.0,regression,True,mean absolute error,209842133.70919064,410824805.47688025,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 avg val rec,0.0,regression,True,mean absolute error,4509317.666159256,8906080.128546549,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 min val sent,0.0,regression,True,mean absolute error,566.6108910718001,1092.9148002032418,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 max val sent,0.0,regression,True,mean absolute error,644601.3526147179,1215711.5386780817,DecisionTreeRegressor()
ether_value__min val sent,erc20_value__erc20 avg val sent,0.0,regression,True,mean absolute error,35067.75437710199,64928.420560544655,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 uniq sent token name,0.0,regression,True,mean absolute error,1.2746,1.8230546468223574,DecisionTreeRegressor()
ether_value__min val sent,erc20__erc20 uniq rec token name,0.0,regression,True,mean absolute error,4.4156,5.778980365276621,DecisionTreeRegressor()
ether_value__min val sent,token__erc20 most sent token type,0.0,regression,True,mean absolute error,0.1204,0.19936276578027953,DecisionTreeRegressor()
ether_value__min val sent,token__erc20_most_rec_token_type_Blockwell,0.0,regression,True,mean absolute error,0.0774,0.1409435226516658,DecisionTreeRegressor()
ether_value__min val sent,flag,0.0,regression,True,mean absolute error,0.2212,0.3126760937305865,DecisionTreeRegressor()
ether_value__max val sent,transaction_time__avg min between sent tnx,0.0,regression,True,mean absolute error,5005.408288,8417.598739586347,DecisionTreeRegressor()
ether_value__max val sent,transaction_time__avg min between received tnx,0.0,regression,True,mean absolute error,8417.044038,13221.143642941848,DecisionTreeRegressor()
ether_value__max val sent,transaction_time__time diff between first and last (mins),0.0,regression,True,mean absolute error,215952.370092,243405.08830777212,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__sent tnx,0.0,regression,True,mean absolute error,100.9864,175.37258709551097,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__received tnx,0.0,regression,True,mean absolute error,146.701,227.59183430857274,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__number of created contracts,0.0,regression,True,mean absolute error,2.6978,5.354788287550619,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__unique received from addresses,0.0,regression,True,mean absolute error,29.627,50.44597939243695,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__unique sent to addresses,0.0,regression,True,mean absolute error,22.6334,34.86645692265347,DecisionTreeRegressor()
ether_value__max val sent,ether_value__min value received,0.0793678935614962,regression,True,mean absolute error,44.8763619274,41.31461961051893,DecisionTreeRegressor()
ether_value__max val sent,ether_value__max value received,0.0,regression,True,mean absolute error,705.0754316196001,1255.4220084260762,DecisionTreeRegressor()
ether_value__max val sent,ether_value__avg val received,0.0,regression,True,mean absolute error,127.37483457840001,219.3240239737561,DecisionTreeRegressor()
ether_value__max val sent,ether_value__min val sent,0.0,regression,True,mean absolute error,6.0349038804,10.554245116423603,DecisionTreeRegressor()
ether_value__max val sent,ether_value__max val sent,1.0,predict_itself,True,,0.0,1.0,
ether_value__max val sent,ether_value__avg val sent,0.36619006896156325,regression,True,mean absolute error,43.8688148764,27.804490531549032,DecisionTreeRegressor()
ether_value__max val sent,ether_value__min value sent to contract,0.0,regression,True,mean absolute error,6e-06,1.4666666666666666e-05,DecisionTreeRegressor()
ether_value__max val sent,ether_value__max val sent to contract,0.0,regression,True,mean absolute error,1.52058e-05,3.307826666666667e-05,DecisionTreeRegressor()
ether_value__max val sent,ether_value__avg value sent to contract,0.0,regression,True,mean absolute error,1.06028e-05,2.3872266666666665e-05,DecisionTreeRegressor()
ether_value__max val sent,number_of_transactions__total transactions (including tnx to create contract,0.0,regression,True,mean absolute error,249.336,378.7987062731799,DecisionTreeRegressor()
ether_value__max val sent,ether__total ether sent,0.0,regression,True,mean absolute error,5764.586128715095,7686.603393213532,DecisionTreeRegressor()
ether_value__max val sent,ether__total ether received,0.0,regression,True,mean absolute error,11591.290212366648,19748.214975810817,DecisionTreeRegressor()
ether_value__max val sent,ether__total ether sent contracts,0.0,regression,True,mean absolute error,1.52057426e-05,3.307815186666667e-05,DecisionTreeRegressor()
ether_value__max val sent,ether__total ether balance,0.0,regression,True,mean absolute error,7919.4821369377005,16220.551814230217,DecisionTreeRegressor()
ether_value__max val sent,erc20__total erc20 tnxs,0.0,regression,True,mean absolute error,36.1286,59.86675527677133,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 total ether received,0.0,regression,True,mean absolute error,214389710.08283842,825837262.1991147,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 total ether sent,0.0,regression,True,mean absolute error,1689597.9564837108,3304750.942197414,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 total ether sent contract,0.0,regression,True,mean absolute error,198.9999266200844,395.76414682149914,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 uniq sent addr,0.0,regression,True,mean absolute error,5.1286,8.46484095872653,DecisionTreeRegressor()
ether_value__max val sent,erc20_num_of_transactions__erc20 uniq rec addr,0.0,regression,True,mean absolute error,7.2136,10.159251594365664,DecisionTreeRegressor()
ether_value__max val sent,erc20_num_of_transactions__erc20 uniq sent addr.1,0.0,regression,True,mean absolute error,0.003,0.005925719183914984,DecisionTreeRegressor()
ether_value__max val sent,erc20_num_of_transactions__erc20 uniq rec contract addr,0.0,regression,True,mean absolute error,4.4898,6.10519079137908,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 min val rec,0.0,regression,True,mean absolute error,362.21000767819993,650.6274552747057,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 max val rec,0.0,regression,True,mean absolute error,209842133.70919064,818334811.7718112,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 avg val rec,0.0,regression,True,mean absolute error,4509317.666159256,15782535.260720184,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 min val sent,0.0,regression,True,mean absolute error,566.6108910718001,1014.9222317164097,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 max val sent,0.0,regression,True,mean absolute error,644601.3526147179,1260714.0529278652,DecisionTreeRegressor()
ether_value__max val sent,erc20_value__erc20 avg val sent,0.0,regression,True,mean absolute error,35067.75437710199,67777.79463975923,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 uniq sent token name,0.0,regression,True,mean absolute error,1.2746,2.060039900519835,DecisionTreeRegressor()
ether_value__max val sent,erc20__erc20 uniq rec token name,0.0,regression,True,mean absolute error,4.4156,5.978175954225133,DecisionTreeRegressor()
ether_value__max val sent,token__erc20 most sent token type,0.0,regression,True,mean absolute error,0.1204,0.18886588454134504,DecisionTreeRegressor()
ether_value__max val sent,token__erc20_most_rec_token_type_Blockwell,0.0,regression,True,mean absolute error,0.0774,0.13152218003795774,DecisionTreeRegressor()
ether_value__max val sent,flag,0.0,regression,True,mean absolute error,0.2212,0.2811923714761373,DecisionTreeRegressor()
ether_value__avg val sent,transaction_time__avg min between sent tnx,0.0,regression,True,mean absolute error,5005.408288,8521.229032005784,DecisionTreeRegressor()
ether_value__avg val sent,transaction_time__avg min between received tnx,0.0,regression,True,mean absolute error,8417.044038,12430.785620010338,DecisionTreeRegressor()
ether_value__avg val sent,transaction_time__time diff between first and last (mins),0.0,regression,True,mean absolute error,215952.370092,254501.15812745455,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__sent tnx,0.0,regression,True,mean absolute error,100.9864,181.5365442995014,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__received tnx,0.0,regression,True,mean absolute error,146.701,243.41799453868907,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__number of created contracts,0.0,regression,True,mean absolute error,2.6978,4.273099894568279,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__unique received from addresses,0.0,regression,True,mean absolute error,29.627,54.014353277409136,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__unique sent to addresses,0.0,regression,True,mean absolute error,22.6334,38.22970507623005,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__min value received,0.1686615683510314,regression,True,mean absolute error,44.8763619274,37.3074443428362,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__max value received,0.0,regression,True,mean absolute error,705.0754316196001,1088.6393418793566,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__avg val received,0.23451631127742734,regression,True,mean absolute error,127.37483457840001,97.50335822350114,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__min val sent,0.0,regression,True,mean absolute error,6.0349038804,9.031913888241895,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__max val sent,0.0,regression,True,mean absolute error,256.50741659420004,335.8787939564324,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__avg val sent,1.0,predict_itself,True,,0.0,1.0,
ether_value__avg val sent,ether_value__min value sent to contract,0.0,regression,True,mean absolute error,6e-06,1.4e-05,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__max val sent to contract,0.0,regression,True,mean absolute error,1.52058e-05,4.1617400000000006e-05,DecisionTreeRegressor()
ether_value__avg val sent,ether_value__avg value sent to contract,0.0,regression,True,mean absolute error,1.06028e-05,2.78084e-05,DecisionTreeRegressor()
ether_value__avg val sent,number_of_transactions__total transactions (including tnx to create contract,0.0,regression,True,mean absolute error,249.336,417.42919847293047,DecisionTreeRegressor()
ether_value__avg val sent,ether__total ether sent,0.0,regression,True,mean absolute error,5764.586128715095,10837.571439734365,DecisionTreeRegressor()
ether_value__avg val sent,ether__total ether received,0.0,regression,True,mean absolute error,11591.290212366648,22610.791509262046,DecisionTreeRegressor()
ether_value__avg val sent,ether__total ether sent contracts,0.0,regression,True,mean absolute error,1.52057426e-05,4.1617227800000005e-05,DecisionTreeRegressor()
ether_value__avg val sent,ether__total ether balance,0.0,regression,True,mean absolute error,7919.4821369377005,15007.642557515663,DecisionTreeRegressor()
ether_value__avg val sent,erc20__total erc20 tnxs,0.0,regression,True,mean absolute error,36.1286,69.32946613336306,DecisionTreeRegressor()
ether_value__avg val sent,erc20__erc20 total ether received,0.0,regression,True,mean absolute error,214389710.08283842,425307915.77932084,DecisionTreeRegressor()
ether_value__avg val sent,erc20__erc20 total ether sent,0.0,regression,True,mean absolute error,1689597.9564837108,2756258.434131783,DecisionTreeRegressor()
ether_value__avg val sent,erc20__erc20 total ether sent contract,0.0,regression,True,mean absolute error,198.9999266200844,395.93114198054684,DecisionTreeRegressor()
ether_value__avg val sent,erc20__erc20 uniq sent addr,0.0,regression,True,mean absolute error,5.1286,9.745544912251917,DecisionTreeRegressor()
ether_value__avg val sent,erc20_num_of_transactions__erc20 uniq rec addr,0.0,regression,True,mean absolute error,7.2136,12.007468217408894,DecisionTreeRegressor()
ether_value__avg val sent,erc20_num_of_transactions__erc20 uniq sent addr.1,0.0,regression,True,mean absolute error,0.003,0.0059285469474111285,DecisionTreeRegressor()
